55	2	3	OGNT = Συνκακοπάθησον		NA = Συγκακοπάθησον
55	2	9	OGNT = ἀλλὰ		NA = ἀλλ᾽
55	2	24	OGNT = ἀλλὰ		NA = ἀλλ᾽
55	4	8	OGNT = πᾶσι		NA = πᾶσιν
55	4	8	OGNT = ἠγαπηκόσι		NA = ἠγαπηκόσιν
56	3	5	OGNT = παλινγενεσίας		NA = παλιγγενεσίας
57	1	16	OGNT = ἀλλὰ		NA = ἀλλ᾽
58	9	1	OGNT = Εἶχε		NA = Εἶχεν
58	9	18	OGNT = ἐνκεκαίνισται.		NA = ἐγκεκαίνισται.
58	11	9	OGNT = συνκληρονόμων		NA = συγκληρονόμων
58	11	25	OGNT = συνκακουχεῖσθαι		NA = συγκακουχεῖσθαι
58	12	23	OGNT = πνεύμασι		NA = πνεύμασιν
59	1	26	OGNT = ἀλλὰ		NA = ἀλλ᾽
59	3	15	OGNT = ἀλλὰ		NA = ἀλλ᾽
60	1	23	OGNT = ἀλλὰ		NA = ἀλλ᾽
60	2	25	OGNT = ἀλλὰ		NA = ἀλλ᾽
60	3	7	OGNT = συνκληρονόμοις		NA = συγκληρονόμοις
60	3	7	OGNT = ἐνκόπτεσθαι		NA = ἐγκόπτεσθαι
60	4	6	OGNT = κριθῶσι		NA = κριθῶσιν
60	4	6	OGNT = ζῶσι		NA = ζῶσιν
60	5	2	OGNT = ἀλλὰ		NA = ἀλλ᾽
61	1	21	OGNT = ἀλλὰ		NA = ἀλλ᾽
61	2	5	OGNT = ἀλλὰ		NA = ἀλλ᾽
61	2	8	OGNT = ἐνκατοικῶν		NA = ἐγκατοικῶν
62	2	16	OGNT = ἀλλὰ		NA = ἀλλ᾽
62	3	18	OGNT = ἀλλὰ		NA = ἀλλ᾽
63	1	5	OGNT = ἀλλὰ		NA = ἀλλ᾽
63	1	12	OGNT = ἀλλὰ		NA = ἀλλ᾽
65	1	6	OGNT = ἀλλὰ		NA = ἀλλ᾽
65	1	9	OGNT = ἀλλὰ		NA = ἀλλ᾽
66	1	9	OGNT = συνκοινωνὸς		NA = συγκοινωνὸς
66	2	4	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
66	2	20	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
66	3	4	OGNT = Ἀλλὰ		NA = Ἀλλ᾽
66	9	4	OGNT = ἔχουσι*		NA = ἔχουσιν
66	17	12	OGNT = ἀλλὰ		NA = ἀλλ᾽
66	18	4	OGNT = συνκοινωνήσητε		NA = συγκοινωνήσητε
