GrkSortIncl	OGNT	N1904
68559	Ἡ	Ἡ
68560	δὲ	δὲ
68561	εἶπεν	εἶπεν,
68562	Οὐδείς	“Οὐδείς,
68563	κύριε	κύριε.
68564	Εἶπεν	Εἶπεν*
68565	δὲ	δὲ
68566	＠	〈αὐτῇ〉
68567	ὁ	ὁ
68568	Ἰησοῦς	Ἰησοῦς,
68569	Οὐδὲ	“Οὐδὲ
68570	ἐγώ	ἐγώ
68571	σε	σε
68572	κατακρίνω	κατακρίνω·
68573	πορεύου	πορεύου
68574	καὶ	καὶ
68575	ἀπὸ	＊
68576	τοῦ	＊
68577	νῦν	＊
68578	μηκέτι	μηκέτι
68579	ἁμάρτανε	ἁμάρτανε.
68584	Πάλιν	Πάλιν
68585	οὖν	οὖν
68586	αὐτοῖς	αὐτοῖς
68587	ἐλάλησεν	ἐλάλησεν
68588	ὁ	ὁ
68589	Ἰησοῦς	Ἰησοῦς
68590	λέγων	λέγων
68591	Ἐγώ	“Ἐγώ
68592	εἰμι	εἰμι
68593	τὸ	τὸ
68594	φῶς	φῶς
68595	τοῦ	τοῦ
68596	κόσμου	κόσμου·
68597	ὁ	ὁ
68598	ἀκολουθῶν	ἀκολουθῶν
68599	ἐμοὶ	ἐμοὶ*
68600	οὐ	οὐ
68601	μὴ	μὴ
68602	περιπατήσῃ	περιπατήσῃ
68603	ἐν	ἐν
68604	τῇ	τῇ
68605	σκοτίᾳ	σκοτίᾳ,
68606	ἀλλ᾽	ἀλλ᾽
68607	ἕξει	ἕξει
68608	τὸ	τὸ
68609	φῶς	φῶς
68610	τῆς	τῆς
68611	ζωῆς	ζωῆς.
68616	Εἶπον	Εἶπον
68617	οὖν	οὖν
68618	αὐτῷ	αὐτῷ
68619	οἱ	οἱ
68620	Φαρισαῖοι	Φαρισαῖοι
68621	Σὺ	“Σὺ
68622	περὶ	περὶ
68623	σεαυτοῦ	σεαυτοῦ
68624	μαρτυρεῖς	μαρτυρεῖς·
68625	ἡ	ἡ
68626	μαρτυρία	μαρτυρία
68627	σου	σου
68628	οὐκ	οὐκ
68629	ἔστιν	ἔστιν
68630	ἀληθής	ἀληθής.
68635	Ἀπεκρίθη	Ἀπεκρίθη
68636	Ἰησοῦς	Ἰησοῦς
68637	καὶ	καὶ
68638	εἶπεν	εἶπεν
68639	αὐτοῖς	αὐτοῖς
68640	Κἂν	“Κἂν
68641	ἐγὼ	ἐγὼ
68642	μαρτυρῶ	μαρτυρῶ
68643	περὶ	περὶ
68644	ἐμαυτοῦ	ἐμαυτοῦ,
68645	ἀληθής	ἀληθής
68646	ἐστιν	ἐστιν
68647	ἡ	ἡ
68648	μαρτυρία	μαρτυρία
68649	μου	μου,
68650	ὅτι	ὅτι
68651	οἶδα	οἶδα
68652	πόθεν	πόθεν
68653	ἦλθον	ἦλθον
68654	καὶ	καὶ
68655	ποῦ	ποῦ
68656	ὑπάγω	ὑπάγω·
68657	ὑμεῖς	ὑμεῖς
68658	δὲ	δὲ
68659	οὐκ	οὐκ
68660	οἴδατε	οἴδατε
68661	πόθεν	πόθεν
68662	ἔρχομαι	ἔρχομαι
68663	ἢ	ἢ
68664	ποῦ	ποῦ
68665	ὑπάγω	ὑπάγω.
68670	Ὑμεῖς	Ὑμεῖς
68671	κατὰ	κατὰ
68672	τὴν	τὴν
68673	σάρκα	σάρκα
68674	κρίνετε	κρίνετε,
68675	ἐγὼ	ἐγὼ
68676	οὐ	οὐ
68677	κρίνω	κρίνω
68678	οὐδένα	οὐδένα.
68683	καὶ	καὶ
68684	ἐὰν	ἐὰν
68685	κρίνω	κρίνω
68686	δὲ	δὲ
68687	ἐγώ	ἐγώ,
68688	ἡ	ἡ
68689	κρίσις	κρίσις
68690	ἡ	ἡ
68691	ἐμὴ	ἐμὴ
68692	ἀληθινή	ἀληθινή
68693	ἐστιν	ἐστιν,
68694	ὅτι	ὅτι
68695	μόνος	μόνος
68696	οὐκ	οὐκ
68697	εἰμί	εἰμί,
68698	ἀλλ᾽	ἀλλ᾽
68699	ἐγὼ	ἐγὼ
68700	καὶ	καὶ
68701	ὁ	ὁ
68702	πέμψας	πέμψας
68703	με	με
68704	πατήρ	＊
68709	Καὶ	Καὶ
68710	ἐν	ἐν
68711	τῷ	τῷ
68712	νόμῳ	νόμῳ
68713	δὲ	δὲ
68714	τῷ	τῷ
68715	ὑμετέρῳ	ὑμετέρῳ
68716	γέγραπται	γέγραπται
68717	ὅτι	ὅτι
68718	δύο	δύο
68719	ἀνθρώπων	ἀνθρώπων
68720	ἡ	ἡ
68721	μαρτυρία	μαρτυρία
68722	ἀληθής	ἀληθής
68723	ἐστιν	ἐστιν.
68728	ἐγώ	ἐγώ
68729	εἰμι	εἰμι
68730	ὁ	ὁ
68731	μαρτυρῶν	μαρτυρῶν
68732	περὶ	περὶ
68733	ἐμαυτοῦ	ἐμαυτοῦ,
68734	καὶ	καὶ
68735	μαρτυρεῖ	μαρτυρεῖ
68736	περὶ	περὶ
68737	ἐμοῦ	ἐμοῦ
68738	ὁ	ὁ
68739	πέμψας	πέμψας
68740	με	με
68741	Πατήρ	Πατήρ.
68746	Ἔλεγον	Ἔλεγον
68747	οὖν	οὖν
68748	αὐτῷ	αὐτῷ
68749	Ποῦ	“Ποῦ
68750	ἐστιν	ἐστιν
68751	ὁ	ὁ
68752	Πατήρ	Πατήρ
68753	σου	σου;
68754	Ἀπεκρίθη	Ἀπεκρίθη
68755	Ἰησοῦς	Ἰησοῦς
68756	Οὔτε	“Οὔτε
68757	ἐμὲ	ἐμὲ
68758	οἴδατε	οἴδατε
68759	οὔτε	οὔτε
68760	τὸν	τὸν
68761	Πατέρα	Πατέρα
68762	μου	μου·
68763	εἰ	εἰ
68764	ἐμὲ	ἐμὲ
68765	ᾔδειτε	ᾔδειτε,
68766	καὶ	καὶ
68767	τὸν	τὸν
68768	Πατέρα	Πατέρα
68769	μου	μου
68770	ἂν	ἂν
68771	ᾔδειτε	ᾔδειτε.
68776	Ταῦτα	Ταῦτα
68777	τὰ	τὰ
68778	ῥήματα	ῥήματα
68779	ἐλάλησεν	ἐλάλησεν
68780	ἐν	ἐν
68781	τῷ	τῷ
68782	γαζοφυλακίῳ	γαζοφυλακίῳ
68783	διδάσκων	διδάσκων
68784	ἐν	ἐν
68785	τῷ	τῷ
68786	ἱερῷ	ἱερῷ·
68787	καὶ	καὶ
68788	οὐδεὶς	οὐδεὶς
68789	ἐπίασεν	ἐπίασεν
68790	αὐτόν	αὐτόν,
68791	ὅτι	ὅτι
68792	οὔπω	οὔπω
68793	ἐληλύθει	ἐληλύθει
68794	ἡ	ἡ
68795	ὥρα	ὥρα
68796	αὐτοῦ	αὐτοῦ.
68801	Εἶπεν	Εἶπεν
68802	οὖν	οὖν
68803	πάλιν	πάλιν
68804	αὐτοῖς	αὐτοῖς
68805	Ἐγὼ	“Ἐγὼ
68806	ὑπάγω	ὑπάγω
68807	καὶ	καὶ
68808	ζητήσετέ	ζητήσετέ
68809	με	με,
68810	καὶ	καὶ
68811	ἐν	ἐν
68812	τῇ	τῇ
68813	ἁμαρτίᾳ	ἁμαρτίᾳ
68814	ὑμῶν	ὑμῶν
68815	ἀποθανεῖσθε	ἀποθανεῖσθε·
68816	ὅπου	ὅπου
68817	ἐγὼ	ἐγὼ
68818	ὑπάγω	ὑπάγω
68819	ὑμεῖς	ὑμεῖς
68820	οὐ	οὐ
68821	δύνασθε	δύνασθε
68822	ἐλθεῖν	ἐλθεῖν.
68827	Ἔλεγον	Ἔλεγον
68828	οὖν	οὖν
68829	οἱ	οἱ
68830	Ἰουδαῖοι	Ἰουδαῖοι
68831	Μήτι	“Μήτι
68832	ἀποκτενεῖ	ἀποκτενεῖ
68833	ἑαυτὸν	ἑαυτὸν,
68834	ὅτι	ὅτι
68835	λέγει	λέγει
68836	Ὅπου	‘Ὅπου
68837	ἐγὼ	ἐγὼ
68838	ὑπάγω	ὑπάγω
68839	ὑμεῖς	ὑμεῖς
68840	οὐ	οὐ
68841	δύνασθε	δύνασθε
68842	ἐλθεῖν	ἐλθεῖν;᾽
68847	Καὶ	Καὶ
68848	ἔλεγεν	ἔλεγεν
68849	αὐτοῖς	αὐτοῖς
68850	Ὑμεῖς	“Ὑμεῖς
68851	ἐκ	ἐκ
68852	τῶν	τῶν
68853	κάτω	κάτω
68854	ἐστέ	ἐστέ,
68855	ἐγὼ	ἐγὼ
68856	ἐκ	ἐκ
68857	τῶν	τῶν
68858	ἄνω	ἄνω
68859	εἰμί	εἰμί·
68860	ὑμεῖς	ὑμεῖς
68861	ἐκ	ἐκ
68862	τούτου	τούτου
68863	τοῦ	τοῦ
68864	κόσμου	κόσμου
68865	ἐστέ	ἐστέ,
68866	ἐγὼ	ἐγὼ
68867	οὐκ	οὐκ
68868	εἰμὶ	εἰμὶ
68869	ἐκ	ἐκ
68870	τοῦ	τοῦ
68871	κόσμου	κόσμου
68872	τούτου	τούτου.
68877	εἶπον	εἶπον
68878	οὖν	οὖν
68879	ὑμῖν	ὑμῖν
68880	ὅτι	ὅτι
68881	ἀποθανεῖσθε	ἀποθανεῖσθε
68882	ἐν	ἐν
68883	ταῖς	ταῖς
68884	ἁμαρτίαις	ἁμαρτίαις
68885	ὑμῶν	ὑμῶν·
68886	ἐὰν	ἐὰν
68887	γὰρ	γὰρ
68888	μὴ	μὴ
68889	πιστεύσητε	πιστεύσητε
68890	ὅτι	ὅτι
68891	ἐγώ	ἐγώ
68892	εἰμι	εἰμι,
68893	ἀποθανεῖσθε	ἀποθανεῖσθε
68894	ἐν	ἐν
68895	ταῖς	ταῖς
68896	ἁμαρτίαις	ἁμαρτίαις
68897	ὑμῶν	ὑμῶν.
68902	Ἔλεγον	Ἔλεγον
68903	οὖν	οὖν
68904	αὐτῷ	αὐτῷ
68905	Σὺ	“Σὺ
68906	τίς	τίς
68907	εἶ	εἶ;
68908	Εἶπεν	Εἶπεν
68909	αὐτοῖς	αὐτοῖς
68910	ὁ	ὁ
68911	Ἰησοῦς	Ἰησοῦς
68912	Τὴν	“Τὴν
68913	ἀρχὴν	ἀρχὴν
68914	ὅ	ὅ¦τι
68914b	τι	＊
68915	καὶ	καὶ
68916	λαλῶ	λαλῶ
68917	ὑμῖν	ὑμῖν;
68922	πολλὰ	πολλὰ
68923	ἔχω	ἔχω
68924	περὶ	περὶ
68925	ὑμῶν	ὑμῶν
68926	λαλεῖν	λαλεῖν
68927	καὶ	καὶ
68928	κρίνειν	κρίνειν·
68929	ἀλλ᾽	ἀλλ᾽
68930	ὁ	ὁ
68931	πέμψας	πέμψας
68932	με	με
68933	ἀληθής	ἀληθής
68934	ἐστιν	ἐστιν,
68935	κἀγὼ	κἀγὼ
68936	ἃ	ἃ
68937	ἤκουσα	ἤκουσα
68938	παρ᾽	παρ᾽
68939	αὐτοῦ	αὐτοῦ,
68940	ταῦτα	ταῦτα
68941	λαλῶ	λαλῶ
68942	εἰς	εἰς
68943	τὸν	τὸν
68944	κόσμον	κόσμον.
68949	Οὐκ	Οὐκ
68950	ἔγνωσαν	ἔγνωσαν
68951	ὅτι	ὅτι
68952	τὸν	τὸν
68953	Πατέρα	Πατέρα
68954	αὐτοῖς	αὐτοῖς
68955	ἔλεγεν	ἔλεγεν.
68960	εἶπεν	εἶπεν
68961	οὖν	οὖν
68962	αὐτοῖς	＊
68963	ὁ	ὁ
68964	Ἰησοῦς	Ἰησοῦς
68965	Ὅταν	“Ὅταν
68966	ὑψώσητε	ὑψώσητε
68967	τὸν	τὸν
68968	Υἱὸν	Υἱὸν
68969	τοῦ	τοῦ
68970	ἀνθρώπου	ἀνθρώπου,
68971	τότε	τότε
68972	γνώσεσθε	γνώσεσθε
68973	ὅτι	ὅτι
68974	ἐγώ	ἐγώ
68975	εἰμι	εἰμι,
68976	καὶ	καὶ
68977	ἀπ᾽	ἀπ᾽
68978	ἐμαυτοῦ	ἐμαυτοῦ
68979	ποιῶ	ποιῶ
68980	οὐδέν	οὐδέν,
68981	ἀλλὰ	ἀλλὰ
68982	καθὼς	καθὼς
68983	ἐδίδαξέν	ἐδίδαξέν
68984	με	με
68985	ὁ	ὁ
68986	Πατὴρ	Πατὴρ,
68987	ταῦτα	ταῦτα
68988	λαλῶ	λαλῶ.
68993	καὶ	καὶ
68994	ὁ	ὁ
68995	πέμψας	πέμψας
68996	με	με
68997	μετ᾽	μετ᾽
68998	ἐμοῦ	ἐμοῦ
68999	ἐστιν	ἐστιν·
69000	οὐκ	οὐκ
69001	ἀφῆκέν	ἀφῆκέν
69002	με	με
69003	μόνον	μόνον,
69004	ὅτι	ὅτι
69005	ἐγὼ	ἐγὼ
69006	τὰ	τὰ
69007	ἀρεστὰ	ἀρεστὰ
69008	αὐτῷ	αὐτῷ
69009	ποιῶ	ποιῶ
69010	πάντοτε	πάντοτε.
69015	Ταῦτα	Ταῦτα
69016	αὐτοῦ	αὐτοῦ
69017	λαλοῦντος	λαλοῦντος
69018	πολλοὶ	πολλοὶ
69019	ἐπίστευσαν	ἐπίστευσαν
69020	εἰς	εἰς
69021	αὐτόν	αὐτόν.
69026	Ἔλεγεν	Ἔλεγεν
69027	οὖν	οὖν
69028	ὁ	ὁ
69029	Ἰησοῦς	Ἰησοῦς
69030	πρὸς	πρὸς
69031	τοὺς	τοὺς
69032	πεπιστευκότας	πεπιστευκότας
69033	αὐτῷ	αὐτῷ
69034	Ἰουδαίους	Ἰουδαίους
69035	Ἐὰν	“Ἐὰν
69036	ὑμεῖς	ὑμεῖς
69037	μείνητε	μείνητε
69038	ἐν	ἐν
69039	τῷ	τῷ
69040	λόγῳ	λόγῳ
69041	τῷ	τῷ
69042	ἐμῷ	ἐμῷ,
69043	ἀληθῶς	ἀληθῶς
69044	μαθηταί	μαθηταί
69045	μού	μού
69046	ἐστε	ἐστε,
69051	καὶ	καὶ
69052	γνώσεσθε	γνώσεσθε
69053	τὴν	τὴν
69054	ἀλήθειαν	ἀλήθειαν,
69055	καὶ	καὶ
69056	ἡ	ἡ
69057	ἀλήθεια	ἀλήθεια
69058	ἐλευθερώσει	ἐλευθερώσει
69059	ὑμᾶς	ὑμᾶς.
69064	Ἀπεκρίθησαν	Ἀπεκρίθησαν
69065	πρὸς	πρὸς
69066	αὐτόν	αὐτόν
69067	Σπέρμα	“Σπέρμα
69068	Ἀβραάμ	Ἀβραάμ
69069	ἐσμεν	ἐσμεν,
69070	καὶ	καὶ
69071	οὐδενὶ	οὐδενὶ
69072	δεδουλεύκαμεν	δεδουλεύκαμεν
69073	πώποτε	πώποτε·
69074	πῶς	πῶς
69075	σὺ	σὺ
69076	λέγεις	λέγεις
69077	ὅτι	ὅτι
69078	Ἐλεύθεροι	‘Ἐλεύθεροι
69079	γενήσεσθε	γενήσεσθε;᾽
69084	Ἀπεκρίθη	Ἀπεκρίθη
69085	αὐτοῖς	αὐτοῖς
69086	ὁ	ὁ
69087	Ἰησοῦς	Ἰησοῦς
69088	Ἀμὴν	“Ἀμὴν
69089	ἀμὴν	ἀμὴν
69090	λέγω	λέγω
69091	ὑμῖν	ὑμῖν
69092	ὅτι	ὅτι
69093	πᾶς	πᾶς
69094	ὁ	ὁ
69095	ποιῶν	ποιῶν
69096	τὴν	τὴν
69097	ἁμαρτίαν	ἁμαρτίαν
69098	δοῦλός	δοῦλός
69099	ἐστιν	ἐστιν
69100	τῆς	τῆς
69101	ἁμαρτίας	ἁμαρτίας.
69106	ὁ	ὁ
69107	δὲ	δὲ
69108	δοῦλος	δοῦλος
69109	οὐ	οὐ
69110	μένει	μένει
69111	ἐν	ἐν
69112	τῇ	τῇ
69113	οἰκίᾳ	οἰκίᾳ
69114	εἰς	εἰς
69115	τὸν	τὸν
69116	αἰῶνα	αἰῶνα·
69117	ὁ	ὁ
69118	υἱὸς	υἱὸς
69119	μένει	μένει
69120	εἰς	εἰς
69121	τὸν	τὸν
69122	αἰῶνα	αἰῶνα.
69127	ἐὰν	ἐὰν
69128	οὖν	οὖν
69129	ὁ	ὁ
69130	Υἱὸς	Υἱὸς
69131	ὑμᾶς	ὑμᾶς
69132	ἐλευθερώσῃ	ἐλευθερώσῃ,
69133	ὄντως	ὄντως
69134	ἐλεύθεροι	ἐλεύθεροι
69135	ἔσεσθε	ἔσεσθε.
69140	Οἶδα	Οἶδα
69141	ὅτι	ὅτι
69142	σπέρμα	σπέρμα
69143	Ἀβραάμ	Ἀβραάμ
69144	ἐστε	ἐστε·
69145	ἀλλὰ	ἀλλὰ
69146	ζητεῖτέ	ζητεῖτέ
69147	με	με
69148	ἀποκτεῖναι	ἀποκτεῖναι,
69149	ὅτι	ὅτι
69150	ὁ	ὁ
69151	λόγος	λόγος
69152	ὁ	ὁ
69153	ἐμὸς	ἐμὸς
69154	οὐ	οὐ
69155	χωρεῖ	χωρεῖ
69156	ἐν	ἐν
69157	ὑμῖν	ὑμῖν.
69162	ἃ	ἃ
69163	ἐγὼ	ἐγὼ
69164	ἑώρακα	ἑώρακα
69165	παρὰ	παρὰ
69166	τῷ	τῷ
69167	Πατρὶ	Πατρὶ
69168	λαλῶ	λαλῶ·
69169	καὶ	καὶ
69170	ὑμεῖς	ὑμεῖς
69171	οὖν	οὖν
69172	ἃ	ἃ
69173	ἠκούσατε	ἠκούσατε
69174	παρὰ	παρὰ
69175	τοῦ	τοῦ
69176	πατρὸς	πατρὸς
69177	ποιεῖτε	ποιεῖτε.
69182	Ἀπεκρίθησαν	Ἀπεκρίθησαν
69183	καὶ	καὶ
69184	εἶπαν	εἶπαν
69185	αὐτῷ	αὐτῷ
69186	Ὁ	“Ὁ
69187	πατὴρ	πατὴρ
69188	ἡμῶν	ἡμῶν
69189	Ἀβραάμ	Ἀβραάμ
69190	ἐστιν	ἐστιν.
69191	Λέγει	Λέγει
69192	αὐτοῖς	αὐτοῖς
69193	ὁ	ὁ
69194	Ἰησοῦς	Ἰησοῦς
69195	Εἰ	“Εἰ
69196	τέκνα	τέκνα
69197	τοῦ	τοῦ
69198	Ἀβραάμ	Ἀβραάμ
69199	ἐστε	ἐστε,
69200	τὰ	τὰ
69201	ἔργα	ἔργα
69202	τοῦ	τοῦ
69203	Ἀβραὰμ	Ἀβραὰμ
69204	ἐποιεῖτε	ἐποιεῖτε*·
69209	νῦν	νῦν
69210	δὲ	δὲ
69211	ζητεῖτέ	ζητεῖτέ
69212	με	με
69213	ἀποκτεῖναι	ἀποκτεῖναι,
69214	ἄνθρωπον	ἄνθρωπον
69215	ὃς	ὃς
69216	τὴν	τὴν
69217	ἀλήθειαν	ἀλήθειαν
69218	ὑμῖν	ὑμῖν
69219	λελάληκα	λελάληκα,
69220	ἣν	ἣν
69221	ἤκουσα	ἤκουσα
69222	παρὰ	παρὰ
69223	τοῦ	τοῦ
69224	Θεοῦ	Θεοῦ·
69225	τοῦτο	τοῦτο
69226	Ἀβραὰμ	Ἀβραὰμ
69227	οὐκ	οὐκ
69228	ἐποίησεν	ἐποίησεν.
69233	ὑμεῖς	ὑμεῖς
69234	ποιεῖτε	ποιεῖτε
69235	τὰ	τὰ
69236	ἔργα	ἔργα
69237	τοῦ	τοῦ
69238	πατρὸς	πατρὸς
69239	ὑμῶν	ὑμῶν.
69240	Εἶπαν	Εἶπαν
69241	οὖν	＊
69242	αὐτῷ	αὐτῷ
69243	Ἡμεῖς	“Ἡμεῖς
69244	ἐκ	ἐκ
69245	πορνείας	πορνείας
69246	οὐ	＊
69247	γεγεννήμεθα	＊
69248	ἕνα	ἕνα
69249	Πατέρα	Πατέρα
69250	ἔχομεν	ἔχομεν
69251	τὸν	τὸν
69252	Θεόν	Θεόν.
69257	Εἶπεν	Εἶπεν
69258	αὐτοῖς	αὐτοῖς
69259	ὁ	ὁ
69260	Ἰησοῦς	Ἰησοῦς
69261	Εἰ	“Εἰ
69262	ὁ	ὁ
69263	Θεὸς	Θεὸς
69264	Πατὴρ	Πατὴρ
69265	ὑμῶν	ὑμῶν
69266	ἦν	ἦν,
69267	ἠγαπᾶτε	ἠγαπᾶτε
69268	ἂν	ἂν
69269	ἐμέ	ἐμέ·
69270	ἐγὼ	ἐγὼ
69271	γὰρ	γὰρ
69272	ἐκ	ἐκ
69273	τοῦ	τοῦ
69274	Θεοῦ	Θεοῦ
69275	ἐξῆλθον	ἐξῆλθον
69276	καὶ	καὶ
69277	ἥκω	ἥκω·
69278	οὐδὲ	οὐδὲ
69279	γὰρ	γὰρ
69280	ἀπ᾽	ἀπ᾽
69281	ἐμαυτοῦ	ἐμαυτοῦ
69282	ἐλήλυθα	ἐλήλυθα,
69283	ἀλλ᾽	ἀλλ᾽
69284	ἐκεῖνός	ἐκεῖνός
69285	με	με
69286	ἀπέστειλεν	ἀπέστειλεν.
69291	Διὰ	Διὰ
69292	τί	τί
69293	τὴν	τὴν
69294	λαλιὰν	λαλιὰν
69295	τὴν	τὴν
69296	ἐμὴν	ἐμὴν
69297	οὐ	οὐ
69298	γινώσκετε	γινώσκετε;
69299	ὅτι	ὅτι
69300	οὐ	οὐ
69301	δύνασθε	δύνασθε
69302	ἀκούειν	ἀκούειν
69303	τὸν	τὸν
69304	λόγον	λόγον
69305	τὸν	τὸν
69306	ἐμόν	ἐμόν.
69311	ὑμεῖς	ὑμεῖς
69312	ἐκ	ἐκ
69313	τοῦ	τοῦ
69314	πατρὸς	πατρὸς
69315	τοῦ	τοῦ
69316	διαβόλου	διαβόλου
69317	ἐστὲ	ἐστὲ
69318	καὶ	καὶ
69319	τὰς	τὰς
69320	ἐπιθυμίας	ἐπιθυμίας
69321	τοῦ	τοῦ
69322	πατρὸς	πατρὸς
69323	ὑμῶν	ὑμῶν
69324	θέλετε	θέλετε
69325	ποιεῖν	ποιεῖν.
69326	ἐκεῖνος	ἐκεῖνος
69327	ἀνθρωποκτόνος	ἀνθρωποκτόνος
69328	ἦν	ἦν
69329	ἀπ᾽	ἀπ᾽
69330	ἀρχῆς	ἀρχῆς,
69331	καὶ	καὶ
69332	ἐν	ἐν
69333	τῇ	τῇ
69334	ἀληθείᾳ	ἀληθείᾳ
69335	οὐκ	οὐκ
69336	ἔστηκεν	ἔστηκεν,
69337	ὅτι	ὅτι
69338	οὐκ	οὐκ
69339	ἔστιν	ἔστιν
69340	ἀλήθεια	ἀλήθεια
69341	ἐν	ἐν
69342	αὐτῷ	αὐτῷ.
69343	ὅταν	ὅταν
69344	λαλῇ	λαλῇ
69345	τὸ	τὸ
69346	ψεῦδος	ψεῦδος,
69347	ἐκ	ἐκ
69348	τῶν	τῶν
69349	ἰδίων	ἰδίων
69350	λαλεῖ	λαλεῖ,
69351	ὅτι	ὅτι
69352	ψεύστης	ψεύστης
69353	ἐστὶν	ἐστὶν
69354	καὶ	καὶ
69355	ὁ	ὁ
69356	πατὴρ	πατὴρ
69357	αὐτοῦ	αὐτοῦ.
69362	ἐγὼ	ἐγὼ
69363	δὲ	δὲ
69364	ὅτι	ὅτι
69365	τὴν	τὴν
69366	ἀλήθειαν	ἀλήθειαν
69367	λέγω	λέγω,
69368	οὐ	οὐ
69369	πιστεύετέ	πιστεύετέ
69370	μοι	μοι.
69375	Τίς	Τίς
69376	ἐξ	ἐξ
69377	ὑμῶν	ὑμῶν
69378	ἐλέγχει	ἐλέγχει
69379	με	με
69380	περὶ	περὶ
69381	ἁμαρτίας	ἁμαρτίας;
69382	εἰ	εἰ
69383	ἀλήθειαν	ἀλήθειαν
69384	λέγω	λέγω,
69385	διὰ	διὰ
69386	τί	τί
69387	ὑμεῖς	ὑμεῖς
69388	οὐ	οὐ
69389	πιστεύετέ	πιστεύετέ
69390	μοι	μοι;
69395	ὁ	ὁ
69396	ὢν	ὢν
69397	ἐκ	ἐκ
69398	τοῦ	τοῦ
69399	Θεοῦ	Θεοῦ
69400	τὰ	τὰ
69401	ῥήματα	ῥήματα
69402	τοῦ	τοῦ
69403	Θεοῦ	Θεοῦ
69404	ἀκούει	ἀκούει·
69405	διὰ	διὰ
69406	τοῦτο	τοῦτο
69407	ὑμεῖς	ὑμεῖς
69408	οὐκ	οὐκ
69409	ἀκούετε	ἀκούετε,
69410	ὅτι	ὅτι
69411	ἐκ	ἐκ
69412	τοῦ	τοῦ
69413	Θεοῦ	Θεοῦ
69414	οὐκ	οὐκ
69415	ἐστέ	ἐστέ.
69420	Ἀπεκρίθησαν	Ἀπεκρίθησαν
69421	οἱ	οἱ
69422	Ἰουδαῖοι	Ἰουδαῖοι
69423	καὶ	καὶ
69424	εἶπαν	εἶπαν
69425	αὐτῷ	αὐτῷ
69426	Οὐ	“Οὐ
69427	καλῶς	καλῶς
69428	λέγομεν	λέγομεν
69429	ἡμεῖς	ἡμεῖς
69430	ὅτι	ὅτι
69431	Σαμαρίτης	Σαμαρίτης
69432	εἶ	εἶ
69433	σὺ	σὺ
69434	καὶ	καὶ
69435	δαιμόνιον	δαιμόνιον
69436	ἔχεις	ἔχεις;
69441	Ἀπεκρίθη	Ἀπεκρίθη
69442	Ἰησοῦς	Ἰησοῦς
69443	Ἐγὼ	“Ἐγὼ
69444	δαιμόνιον	δαιμόνιον
69445	οὐκ	οὐκ
69446	ἔχω	ἔχω,
69447	ἀλλὰ	ἀλλὰ
69448	τιμῶ	τιμῶ
69449	τὸν	τὸν
69450	Πατέρα	Πατέρα
69451	μου	μου,
69452	καὶ	καὶ
69453	ὑμεῖς	ὑμεῖς
69454	ἀτιμάζετέ	ἀτιμάζετέ
69455	με	με.
69460	ἐγὼ	ἐγὼ
69461	δὲ	δὲ
69462	οὐ	οὐ
69463	ζητῶ	ζητῶ
69464	τὴν	τὴν
69465	δόξαν	δόξαν
69466	μου	μου·
69467	ἔστιν	ἔστιν
69468	ὁ	ὁ
69469	ζητῶν	ζητῶν
69470	καὶ	καὶ
69471	κρίνων	κρίνων.
69476	ἀμὴν	ἀμὴν
69477	ἀμὴν	ἀμὴν
69478	λέγω	λέγω
69479	ὑμῖν	ὑμῖν,
69480	ἐάν	ἐάν
69481	τις	τις
69482	τὸν	τὸν
69483	ἐμὸν	ἐμὸν
69484	λόγον	λόγον
69485	τηρήσῃ	τηρήσῃ,
69486	θάνατον	θάνατον
69487	οὐ	οὐ
69488	μὴ	μὴ
69489	θεωρήσῃ	θεωρήσῃ
69490	εἰς	εἰς
69491	τὸν	τὸν
69492	αἰῶνα	αἰῶνα.
69497	Εἶπον	＊
69498	οὖν	＊
69499	αὐτῷ	αὐτῷ
69500	οἱ	οἱ
69501	Ἰουδαῖοι	Ἰουδαῖοι
69502	Νῦν	“Νῦν
69503	ἐγνώκαμεν	ἐγνώκαμεν
69504	ὅτι	ὅτι
69505	δαιμόνιον	δαιμόνιον
69506	ἔχεις	ἔχεις.
69507	Ἀβραὰμ	Ἀβραὰμ
69508	ἀπέθανεν	ἀπέθανεν
69509	καὶ	καὶ
69510	οἱ	οἱ
69511	προφῆται	προφῆται,
69512	καὶ	καὶ
69513	σὺ	σὺ
69514	λέγεις	λέγεις
69515	Ἐάν	‘Ἐάν
69516	τις	τις
69517	τὸν	τὸν
69518	λόγον	λόγον
69519	μου	μου
69520	τηρήσῃ	τηρήσῃ,
69521	οὐ	οὐ
69522	μὴ	μὴ
69523	γεύσηται	γεύσηται
69524	θανάτου	θανάτου
69525	εἰς	εἰς
69526	τὸν	τὸν
69527	αἰῶνα	αἰῶνα.
69532	μὴ	μὴ
69533	σὺ	σὺ
69534	μείζων	μείζων
69535	εἶ	εἶ
69536	τοῦ	τοῦ
69537	πατρὸς	πατρὸς
69538	ἡμῶν	ἡμῶν
69539	Ἀβραάμ	Ἀβραάμ,
69540	ὅστις	ὅστις
69541	ἀπέθανεν	ἀπέθανεν;
69542	καὶ	καὶ
69543	οἱ	οἱ
69544	προφῆται	προφῆται
69545	ἀπέθανον	ἀπέθανον·
69546	τίνα	τίνα
69547	σεαυτὸν	σεαυτὸν
