OGNTsort	book	chapter	verse	〈StrongNo｜AlternateStrongNo〉
124476	61	2	5	〈G1863｜〉
124477	61	2	6	〈G2532｜〉
124478	61	2	6	〈G4172｜〉
124479	61	2	6	〈G4670｜〉
124480	61	2	6	〈G2532｜〉
124481	61	2	6	〈G1116｜〉
124482	61	2	6	〈G5077｜〉
124483	61	2	6	〈G2692｜〉
124484	61	2	6	〈G2632｜〉
124485	61	2	6	〈G5262｜〉
124486	61	2	6	〈G3195｜〉
124487	61	2	6	〈G765｜〉
124488	61	2	6	〈G5087｜〉
124489	61	2	7	〈G2532｜〉
124490	61	2	7	〈G1342｜〉
124491	61	2	7	〈G3091｜〉
124492	61	2	7	〈G2669｜〉
124493	61	2	7	〈G5259｜〉
124494	61	2	7	〈G3588｜〉
124495	61	2	7	〈G3588｜〉
124496	61	2	7	〈G113｜〉
124497	61	2	7	〈G1722｜〉
124498	61	2	7	〈G766｜〉
124499	61	2	7	〈G391｜〉
124500	61	2	7	〈G4506｜〉
124501	61	2	8	〈G990｜〉
124502	61	2	8	〈G1063｜〉
124503	61	2	8	〈G2532｜〉
124504	61	2	8	〈G189｜〉
124505	61	2	8	〈G3588｜〉
124506	61	2	8	〈G1342｜〉
124507	61	2	8	〈G1460｜〉
124508	61	2	8	〈G1722｜〉
124509	61	2	8	〈G846｜〉
124510	61	2	8	〈G2250｜〉
124511	61	2	8	〈G1537｜〉
124512	61	2	8	〈G2250｜〉
124513	61	2	8	〈G5590｜〉
124514	61	2	8	〈G1342｜〉
124515	61	2	8	〈G459｜〉
124516	61	2	8	〈G2041｜〉
124517	61	2	8	〈G928｜〉
124518	61	2	9	〈G1492｜〉
124519	61	2	9	〈G2962｜〉
124520	61	2	9	〈G2152｜〉
124521	61	2	9	〈G1537｜〉
124522	61	2	9	〈G3986｜〉
124523	61	2	9	〈G4506｜〉
124524	61	2	9	〈G94｜〉
124525	61	2	9	〈G1161｜〉
124526	61	2	9	〈G1519｜〉
124527	61	2	9	〈G2250｜〉
124528	61	2	9	〈G2920｜〉
124529	61	2	9	〈G2849｜〉
124530	61	2	9	〈G5083｜〉
124531	61	2	10	〈G3122｜〉
124532	61	2	10	〈G1161｜〉
124533	61	2	10	〈G3588｜〉
124534	61	2	10	〈G3694｜〉
124535	61	2	10	〈G4561｜〉
124536	61	2	10	〈G1722｜〉
124537	61	2	10	〈G1939｜〉
124538	61	2	10	〈G3394｜〉
124539	61	2	10	〈G4198｜〉
124540	61	2	10	〈G2532｜〉
124541	61	2	10	〈G2963｜〉
124542	61	2	10	〈G2706｜〉
124543	61	2	10	〈G5113｜〉
124544	61	2	10	〈G829｜〉
124545	61	2	10	〈G1391｜〉
124546	61	2	10	〈G3756｜〉
124547	61	2	10	〈G5141｜〉
124548	61	2	10	〈G987｜〉
124549	61	2	11	〈G3699｜〉
124550	61	2	11	〈G32｜〉
124551	61	2	11	〈G2479｜〉
124552	61	2	11	〈G2532｜〉
124553	61	2	11	〈G1411｜〉
124554	61	2	11	〈G3173｜〉
124555	61	2	11	〈G1510｜〉
124556	61	2	11	〈G3756｜〉
124557	61	2	11	〈G5342｜〉
124558	61	2	11	〈G2596｜〉
124559	61	2	11	〈G846｜〉
124560	61	2	11	〈G3844｜〉
124561	61	2	11	〈G2962｜〉
124562	61	2	11	〈G989｜〉
124563	61	2	11	〈G2920｜〉
124564	61	2	12	〈G3778｜〉
124565	61	2	12	〈G1161｜〉
124566	61	2	12	〈G5613｜〉
124567	61	2	12	〈G249｜〉
124568	61	2	12	〈G2226｜〉
124569	61	2	12	〈G1080｜〉
124570	61	2	12	〈G5446｜〉
124571	61	2	12	〈G1519｜〉
124572	61	2	12	〈G259｜〉
124573	61	2	12	〈G2532｜〉
124574	61	2	12	〈G5356｜〉
124575	61	2	12	〈G1722｜〉
124576	61	2	12	〈G3739｜〉
124577	61	2	12	〈G50｜〉
124578	61	2	12	〈G987｜〉
124579	61	2	12	〈G1722｜〉
124580	61	2	12	〈G3588｜〉
124581	61	2	12	〈G5356｜〉
124582	61	2	12	〈G846｜〉
124583	61	2	12	〈G2532｜〉
124584	61	2	12	〈G5351｜〉
124585	61	2	13	〈G91｜〉
124586	61	2	13	〈G3408｜〉
124587	61	2	13	〈G93｜〉
124588	61	2	13	〈G2237｜〉
124589	61	2	13	〈G2233｜〉
124590	61	2	13	〈G3588｜〉
124591	61	2	13	〈G1722｜〉
124592	61	2	13	〈G2250｜〉
124593	61	2	13	〈G5172｜〉
124594	61	2	13	〈G4696｜〉
124595	61	2	13	〈G2532｜〉
124596	61	2	13	〈G3470｜〉
124597	61	2	13	〈G1792｜〉
124598	61	2	13	〈G1722｜〉
124599	61	2	13	〈G3588｜〉
124600	61	2	13	〈G539｜〉
124601	61	2	13	〈G846｜〉
124602	61	2	13	〈G4910｜〉
124603	61	2	13	〈G4771｜〉
124604	61	2	14	〈G3788｜〉
124605	61	2	14	〈G2192｜〉
124606	61	2	14	〈G3324｜〉
124607	61	2	14	〈G3428｜〉
124608	61	2	14	〈G2532｜〉
124609	61	2	14	〈G180｜〉
124610	61	2	14	〈G266｜〉
124611	61	2	14	〈G1185｜〉
124612	61	2	14	〈G5590｜〉
124613	61	2	14	〈G793｜〉
124614	61	2	14	〈G2588｜〉
124615	61	2	14	〈G1128｜〉
124616	61	2	14	〈G4124｜〉
124617	61	2	14	〈G2192｜〉
124618	61	2	14	〈G2671｜〉
124619	61	2	14	〈G5043｜〉
124620	61	2	15	〈G2641｜〉
124621	61	2	15	〈G2117｜〉
124622	61	2	15	〈G3598｜〉
124623	61	2	15	〈G4105｜〉
124624	61	2	15	〈G1811｜〉
124625	61	2	15	〈G3588｜〉
124626	61	2	15	〈G3598｜〉
124627	61	2	15	〈G3588｜〉
124628	61	2	15	〈G903｜〉
124629	61	2	15	〈G3588｜〉
124630	61	2	15	〈G1007｜〉
124631	61	2	15	〈G3739｜〉
124632	61	2	15	〈G3408｜〉
124633	61	2	15	〈G93｜〉
124634	61	2	15	〈G25｜〉
124635	61	2	16	〈G1649｜〉
124636	61	2	16	〈G1161｜〉
124637	61	2	16	〈G2192｜〉
124638	61	2	16	〈G2398｜〉
124639	61	2	16	〈G3892｜〉
124640	61	2	16	〈G5268｜〉
124641	61	2	16	〈G880｜〉
124642	61	2	16	〈G1722｜〉
124643	61	2	16	〈G444｜〉
124644	61	2	16	〈G5456｜〉
124645	61	2	16	〈G5350｜〉
124646	61	2	16	〈G2967｜〉
124647	61	2	16	〈G3588｜〉
124648	61	2	16	〈G3588｜〉
124649	61	2	16	〈G4396｜〉
124650	61	2	16	〈G3913｜〉
124651	61	2	17	〈G3778｜〉
124652	61	2	17	〈G1510｜〉
124653	61	2	17	〈G4077｜〉
124654	61	2	17	〈G504｜〉
124655	61	2	17	〈G2532｜〉
124656	61	2	17	〈G6068｜G887〉
124657	61	2	17	〈G5259｜〉
124658	61	2	17	〈G2978｜〉
124659	61	2	17	〈G1643｜〉
124660	61	2	17	〈G3739｜〉
124661	61	2	17	〈G3588｜〉
124662	61	2	17	〈G2217｜〉
124663	61	2	17	〈G3588｜〉
124664	61	2	17	〈G4655｜〉
124665	61	2	17	〈G5083｜〉
124666	61	2	18	〈G5246｜〉
124667	61	2	18	〈G1063｜〉
124668	61	2	18	〈G3153｜〉
124669	61	2	18	〈G5350｜〉
124670	61	2	18	〈G1185｜〉
124671	61	2	18	〈G1722｜〉
124672	61	2	18	〈G1939｜〉
124673	61	2	18	〈G4561｜〉
124674	61	2	18	〈G766｜〉
124675	61	2	18	〈G3588｜〉
124676	61	2	18	〈G3641｜G3689〉
124677	61	2	18	〈G668｜〉
124678	61	2	18	〈G3588｜〉
124679	61	2	18	〈G1722｜〉
124680	61	2	18	〈G4106｜〉
124681	61	2	18	〈G390｜〉
124682	61	2	19	〈G1657｜〉
124683	61	2	19	〈G846｜〉
124684	61	2	19	〈G1861｜〉
124685	61	2	19	〈G846｜〉
124686	61	2	19	〈G1401｜〉
124687	61	2	19	〈G5225｜〉
124688	61	2	19	〈G3588｜〉
124689	61	2	19	〈G5356｜〉
124690	61	2	19	〈G3739｜〉
124691	61	2	19	〈G1063｜〉
124692	61	2	19	〈G5100｜〉
124693	61	2	19	〈G2274｜〉
124694	61	2	19	〈G3778｜〉
124695	61	2	19	〈G1402｜〉
124696	61	2	20	〈G1487｜〉
124697	61	2	20	〈G1063｜〉
124698	61	2	20	〈G668｜〉
124699	61	2	20	〈G3588｜〉
124700	61	2	20	〈G3393｜〉
124701	61	2	20	〈G3588｜〉
124702	61	2	20	〈G2889｜〉
124703	61	2	20	〈G1722｜〉
124704	61	2	20	〈G1922｜〉
124705	61	2	20	〈G3588｜〉
124706	61	2	20	〈G2962｜〉
124707	61	2	20	〈G2532｜〉
124708	61	2	20	〈G4990｜〉
124709	61	2	20	〈G2424｜〉
124710	61	2	20	〈G5547｜〉
124711	61	2	20	〈G3778｜〉
124712	61	2	20	〈G1161｜〉
124713	61	2	20	〈G3825｜〉
124714	61	2	20	〈G1707｜〉
