書卷	章Chapter	節Verse	｛和合本字序＊和合本譯字｜1｝
66	18	17	｛22＃業的，｜147819｝
66	18	17	｛23＃都｜147820｝
66	18	17	｛24＃遠遠的｜147821｝
66	18	17	｛25＃站着，｜147822｝
66	18	17	｛13＊去｜147825｝
66	18	17	｛19＊靠｜147826｝
66	18	18	｛5＃就｜147827｝
66	18	18	｛6＃喊着｜147828｝
66	18	18	｛1＃看見｜147829｝
66	18	18	｛4＃煙，｜147831｝
66	18	18	｛2＃燒｜147833｝
66	18	18	｛3＃他的｜147834｝
66	18	18	｛7＃說，｜147835｝
66	18	18	｛8＃有何城｜147836｝
66	18	18	｛9＃能比｜147837｝
66	18	18	｛12＃城呢。｜147839｝
66	18	18	｛10＃這｜147840｝
66	18	18	｛11＃大｜147841｝
66	18	19	｛2＃又｜147842｝
66	18	19	｛4＃撒｜147843｝
66	18	19	｛3＃把塵土｜147844｝
66	18	19	｛5＃在｜147845｝
66	18	19	｛6＃頭｜147847｝
66	18	19	｛10＃喊着｜147850｝
66	18	19	｛8＃哭泣｜147851｝
66	18	19	｛9＃悲哀，｜147853｝
66	18	19	｛11＃說，｜147854｝
66	18	19	｛12＃哀哉，｜147855｝
66	18	19	｛13＃哀哉，｜147856｝
66	18	19	｛16＃城阿；｜147858｝
66	18	19	｛14＃這｜147859｝
66	18	19	｛15＃大｜147860｝
66	18	19	｛20＃在｜147861｝
66	18	19	｛28＃成了富足；｜147863｝
66	18	19	｛17＃凡｜147864｝
66	18	19	｛18＃有｜147866｝
66	18	19	｛19＃船｜147868｝
66	18	19	｛23＃的，｜147870｝
66	18	19	｛21＃海｜147871｝
66	18	19	｛24＃都因｜147872｝
66	18	19	｛26＃的｜147873｝
66	18	19	｛27＃珍寶｜147874｝
66	18	19	｛25＃他｜147875｝
66	18	19	｛29＃他在｜147876｝
66	18	19	｛30＃一｜147877｝
66	18	19	｛31＃時｜147878｝
66	18	19	｛33＃就成了荒場。｜147879｝
66	18	19	｛1＊他們｜147880｝
66	18	19	｛7＊上，｜147881｝
66	18	19	｛22＊中｜147882｝
66	18	19	｛32＊之間，｜147883｝
66	18	20	｛11＃歡喜；｜147884｝
66	18	20	｛9＃因｜147885｝
66	18	20	｛10＃他｜147886｝
66	18	20	｛1＃天哪，｜147887｝
66	18	20	｛2＃眾｜147889｝
66	18	20	｛3＃聖徒｜147890｝
66	18	20	｛4＃眾｜147892｝
66	18	20	｛5＃使徒｜147893｝
66	18	20	｛6＃眾｜147895｝
66	18	20	｛7＃先知阿，｜147896｝
66	18	20	｛12＃因為｜147897｝
66	18	20	｛17＃伸了｜147898｝
66	18	20	｛13＃神｜147900｝
66	18	20	｛19＃的｜147901｝
66	18	20	｛20＃冤。｜147902｝
66	18	20	｛18＃你們｜147903｝
66	18	20	｛14＃已經在｜147904｝
66	18	20	｛15＃他｜147905｝
66	18	20	｛8＊你們都要｜147906｝
66	18	20	｛16＊身上｜147907｝
66	18	21	｛1＃有｜147908｝
66	18	21	｛5＃舉起｜147909｝
66	18	21	｛2＃一位｜147910｝
66	18	21	｛4＃天使｜147911｝
66	18	21	｛3＃大力的｜147912｝
66	18	21	｛6＃一塊石頭，｜147913｝
66	18	21	｛7＃好像｜147914｝
66	18	21	｛9＃磨石，｜147915｝
66	18	21	｛8＃大｜147916｝
66	18	21	｛10＃扔｜147918｝
66	18	21	｛11＃在｜147919｝
66	18	21	｛12＃海｜147921｝
66	18	21	｛14＃說，｜147922｝
66	18	21	｛19＃這樣｜147923｝
66	18	21	｛20＃猛力的｜147924｝
66	18	21	｛21＃被扔下去，｜147925｝
66	18	21	｛15＃巴比倫｜147926｝
66	18	21	｛16＃大｜147928｝
66	18	21	｛17＃城，｜147929｝
66	18	21	｛22＃決｜147931｝
66	18	21	｛23＃不能｜147932｝
66	18	21	｛25＃見了。｜147933｝
66	18	21	｛24＃再｜147934｝
66	18	21	｛13＊裏，｜147935｝
66	18	21	｛18＊也必｜147936｝
66	18	22	｛5＃聲音，｜147938｝
66	18	22	｛1＃彈琴，｜147939｝
66	18	22	｛2＃作樂，｜147941｝
66	18	22	｛3＃吹笛，｜147943｝
66	18	22	｛4＃吹號的｜147945｝
66	18	22	｛9＃決｜147946｝
66	18	22	｛10＃不能｜147947｝
66	18	22	｛12＃聽見，｜147948｝
66	18	22	｛6＃在｜147949｝
66	18	22	｛7＃你｜147950｝
66	18	22	｛11＃再｜147951｝
66	18	22	｛15＃手藝人｜147954｝
66	18	22	｛13＃各｜147955｝
66	18	22	｛14＃行｜147956｝
66	18	22	｛19＃決｜147957｝
66	18	22	｛20＃不能｜147958｝
66	18	22	｛22＃遇見；｜147959｝
66	18	22	｛16＃在｜147960｝
66	18	22	｛17＃你｜147961｝
66	18	22	｛21＃再｜147962｝
66	18	22	｛24＃聲音｜147964｝
66	18	22	｛23＃推磨的｜147965｝
66	18	22	｛28＃決｜147966｝
66	18	22	｛29＃不能｜147967｝
66	18	22	｛31＃聽見；｜147968｝
66	18	22	｛25＃在｜147969｝
66	18	22	｛26＃你｜147970｝
66	18	22	｛30＃再｜147971｝
66	18	22	｛8＊中間｜147972｝
66	18	22	｛18＊中間｜147973｝
66	18	22	｛27＊中間｜147974｝
66	18	23	｛2＃光｜147976｝
66	18	23	｛1＃燈｜147977｝
66	18	23	｛6＃決｜147978｝
66	18	23	｛7＃不能｜147979｝
66	18	23	｛9＃照耀；｜147980｝
66	18	23	｛3＃在｜147981｝
66	18	23	｛4＃你｜147982｝
66	18	23	｛8＃再｜147983｝
66	18	23	｛13＃聲音，｜147985｝
66	18	23	｛10＃新郎｜147986｝
66	18	23	｛11＃和｜147987｝
66	18	23	｛12＃新婦的｜147988｝
66	18	23	｛17＃決｜147989｝
66	18	23	｛18＃不｜147990｝
66	18	23	｛20＃聽見；｜147991｝
66	18	23	｛14＃在｜147992｝
66	18	23	｛15＃你｜147993｝
66	18	23	｛19＃再能｜147994｝
66	18	23	｛22＃的｜147996｝
66	18	23	｛23＃客商｜147997｝
66	18	23	｛21＃你｜147998｝
66	18	23	｛24＃原來是｜147999｝
66	18	23	｛27＃尊貴人；｜148001｝
66	18	23	｛26＃的｜148002｝
66	18	23	｛25＃地上｜148003｝
66	18	23	｛30＃也被｜148005｝
66	18	23	｛32＃的｜148006｝
66	18	23	｛33＃邪術｜148007｝
66	18	23	｛31＃你｜148008｝
66	18	23	｛34＃迷惑了。｜148009｝
66	18	23	｛28＃萬｜148010｝
66	18	23	｛29＃國｜148012｝
66	18	23	｛5＊中間｜148013｝
66	18	23	｛16＊中間｜148014｝
66	18	24	｛10＃都在｜148016｝
66	18	24	｛11＃這城｜148017｝
66	18	24	｛9＃血，｜148018｝
66	18	24	｛1＃先知｜148019｝
66	18	24	｛2＃和｜148020｝
66	18	24	｛3＃聖徒，｜148021｝
66	18	24	｛13＃看見了。｜148022｝
66	18	24	｛4＃並｜148023｝
66	18	24	｛7＃一切｜148024｝
66	18	24	｛8＃被殺之人的｜148026｝
66	18	24	｛5＃地｜148029｝
66	18	24	｛12＊裏｜148030｝
66	18	24	｛6＊上｜148031｝
66	19	1	｛2＃後，｜148032｝
66	19	1	｛1＃此｜148033｝
66	19	1	｛3＃我聽見｜148034｝
66	19	1	｛4＃好像｜148035｝
66	19	1	｛9＃聲｜148036｝
66	19	1	｛8＃大｜148037｝
66	19	1	｛5＃群眾｜148038｝
66	19	1	｛6＃在｜148040｝
66	19	1	｛7＃天上｜148042｝
66	19	1	｛10＃說，｜148043｝
66	19	1	｛11＃哈利路亞，〔就是要讚美耶和華的意思〕｜148044｝
66	19	1	｛12＃救恩，｜148046｝
66	19	1	｛13＃榮耀，｜148049｝
66	19	1	｛14＃權能，｜148052｝
66	19	1	｛16＃的｜148053｝
66	19	1	｛17＃神；｜148054｝
66	19	1	｛15＃都屬乎我們｜148055｝
66	19	2	｛3＃是真實｜148061｝
66	19	2	｛4＃公義的；｜148063｝
66	19	2	｛2＃判斷｜148065｝
66	19	2	｛1＃他的｜148066｝
66	19	2	｛5＃因｜148067｝
66	19	2	｛6＃他判斷了｜148068｝
66	19	2	｛12＃的｜148069｝
66	19	2	｛14＃淫婦，｜148070｝
66	19	2	｛13＃大｜148072｝
66	19	2	｛7＃那｜148073｝
66	19	2	｛10＃敗壞｜148074｝
66	19	2	｛11＃世界｜148076｝
66	19	2	｛8＃用｜148077｝
66	19	2	｛9＃淫行｜148079｝
66	19	2	｛15＃並且｜148081｝
66	19	2	｛22＃給他們伸冤。｜148082｝
66	19	2	｛21＃的罪，｜148083｝
66	19	2	｛20＃血｜148084｝
66	19	2	｛19＃流僕人｜148086｝
66	19	2	｛16＃向｜148088｝
66	19	2	｛18＃討｜148089｝
66	19	2	｛17＃淫婦｜148090｝
66	19	3	｛1＃又｜148092｝
66	19	3	｛2＃說，｜148094｝
66	19	3	｛3＃哈利路亞。｜148095｝
66	19	3	｛6＃煙｜148098｝
66	19	3	｛5＃淫婦的｜148099｝
66	19	3	｛7＃往上冒，｜148100｝
66	19	3	｛8＃直到｜148101｝
66	19	3	｛9＃永永｜148103｝
66	19	3	｛10＃遠遠。｜148105｝
66	19	3	｛4＊燒｜148106｝
66	19	4	｛9＃就｜148107｝
66	19	4	｛10＃俯伏｜148108｝
66	19	4	｛4＃位｜148109｝
66	19	4	｛5＃長老｜148110｝
66	19	4	｛1＃那｜148111｝
66	19	4	｛2＃二十｜148112｝
66	19	4	｛3＃四｜148113｝
66	19	4	｛6＃與｜148114｝
66	19	4	｛7＃四｜148116｝
66	19	4	｛8＃活物，｜148117｝
66	19	4	｛11＃敬拜｜148119｝
66	19	4	｛14＃的｜148120｝
66	19	4	｛15＃神，｜148121｝
66	19	4	｛12＃坐｜148123｝
66	19	4	｛13＃寶座｜148126｝
66	19	4	｛16＃說，｜148127｝
66	19	4	｛17＃阿們，｜148128｝
66	19	4	｛18＃哈利路亞。｜148129｝
66	19	5	｛1＃有｜148131｝
66	19	5	｛2＃聲音｜148132｝
66	19	5	｛3＃從｜148133｝
66	19	5	｛4＃寶座｜148135｝
66	19	5	｛5＃出來｜148136｝
66	19	5	｛6＃說，｜148137｝
66	19	5	｛16＃都要讚美｜148138｝
66	19	5	｛18＃的｜148139｝
66	19	5	｛19＃神。｜148140｝
66	19	5	｛17＃我們｜148141｝
66	19	5	｛8＃眾｜148142｝
66	19	5	｛9＃僕人哪，｜148144｝
66	19	5	｛7＃神的｜148145｝
66	19	5	｛13＃無論｜148146｝
66	19	5	｛10＃凡｜148147｝
66	19	5	｛11＃敬畏他｜148148｝
66	19	5	｛15＃小，｜148151｝
66	19	5	｛14＃大｜148154｝
66	19	5	｛12＊的，｜148155｝
66	19	6	｛2＃聽見｜148157｝
66	19	6	｛3＃好像｜148158｝
66	19	6	｛6＃聲音，｜148159｝
66	19	6	｛4＃群｜148160｝
66	19	6	｛5＃眾的｜148161｝
66	19	6	｛9＃聲音，｜148164｝
66	19	6	｛8＃水的｜148165｝
66	19	6	｛7＃眾｜148166｝
66	19	6	｛12＃聲音，｜148169｝
66	19	6	｛11＃雷的｜148170｝
66	19	6	｛10＃大｜148171｝
66	19	6	｛13＃說，｜148172｝
66	19	6	｛14＃哈利路亞；｜148173｝
66	19	6	｛15＃因為｜148174｝
66	19	6	｛21＃作王了。｜148175｝
66	19	6	｛16＃主｜148176｝
66	19	6	｛18＃的｜148177｝
66	19	6	｛19＃神，｜148178｝
66	19	6	｛17＃我們｜148179｝
66	19	6	｛20＃全能者，｜148181｝
66	19	6	｛1＊我｜148182｝
66	19	7	｛1＃我們要歡喜｜148183｝
66	19	7	｛2＃快樂，｜148185｝
66	19	7	｛3＃將｜148186｝
66	19	7	｛5＃歸給｜148187｝
66	19	7	｛4＃榮耀｜148189｝
66	19	7	｛6＃他；｜148190｝
66	19	7	｛7＃因為｜148191｝
66	19	7	｛10＃到了，｜148192｝
66	19	7	｛9＃婚娶的時候｜148194｝
66	19	7	｛8＃羔羊｜148196｝
66	19	7	｛12＃也｜148197｝
66	19	7	｛11＃新婦｜148199｝
66	19	7	｛14＃豫備好了。｜148201｝
66	19	7	｛13＃自己｜148202｝
66	19	8	｛1＃就｜148203｝
66	19	8	｛2＃蒙恩｜148204｝
66	19	8	｛3＃得｜148206｝
66	19	8	｛4＃穿｜148207｝
66	19	8	｛7＃細麻衣，｜148208｝
66	19	8	｛5＃光明｜148209｝
66	19	8	｛6＃潔白的｜148210｝
66	19	8	｛8＃這｜148211｝
66	19	8	｛9＃細麻衣｜148213｝
66	19	8	｛11＃聖｜148214｝
66	19	8	｛14＃義。｜148215｝
66	19	8	｛13＃所行的｜148216｝
66	19	8	｛12＃徒｜148217｝
66	19	8	｛10＃就是｜148218｝
66	19	9	｛3＃說，｜148221｝
66	19	9	｛2＃吩咐我｜148222｝
66	19	9	｛4＃你要寫上，｜148223｝
66	19	9	｛13＃有福了。｜148224｝
66	19	9	｛5＃凡｜148225｝
66	19	9	｛7＃赴｜148226｝
66	19	9	｛12＃的｜148227｝
66	19	9	｛11＃筵｜148228｝
66	19	9	｛9＃之｜148229｝
66	19	9	｛10＃婚｜148230｝
66	19	9	｛8＃羔羊｜148232｝
66	19	9	｛6＃被請｜148233｝
66	19	9	｛14＃又｜148234｝
66	19	9	｛16＃說，｜148235｝
66	19	9	｛15＃對我｜148236｝
66	19	9	｛17＃這｜148237｝
66	19	9	｛21＃話。｜148239｝
66	19	9	｛20＃真實的｜148240｝
66	19	9	｛19＃神｜148242｝
66	19	9	｛18＃是｜148243｝
66	19	9	｛1＊天使｜148244｝
66	19	10	｛2＃就｜148245｝
66	19	10	｛3＃俯伏｜148246｝
66	19	10	｛7＃前｜148247｝
66	19	10	｛6＃腳｜148249｝
66	19	10	｛5＃他｜148250｝
66	19	10	｛8＃要拜｜148251｝
66	19	10	｛9＃他。｜148252｝
66	19	10	｛11＃說，｜148254｝
66	19	10	｛12＃千萬｜148256｝
66	19	10	｛13＃不可；｜148257｝
66	19	10	｛25＃作僕人｜148258｝
66	19	10	｛24＃同是｜148260｝
66	19	10	｛15＃和｜148261｝
66	19	10	｛22＃的｜148262｝
66	19	10	｛23＃弟兄｜148263｝
66	19	10	｛16＃你並你｜148264｝
66	19	10	｛17＃那些｜148265｝
66	19	10	｛18＃為｜148266｝
66	19	10	｛20＃作｜148267｝
66	19	10	｛21＃見證｜148268｝
66	19	10	｛19＃耶穌｜148269｝
66	19	10	｛28＃神；｜148271｝
66	19	10	｛27＃你要敬拜｜148272｝
66	19	10	｛35＃作｜148273｝
66	19	10	｛29＃因為｜148274｝
66	19	10	｛36＃見證。｜148275｝
66	19	10	｛34＃耶穌｜148276｝
66	19	10	｛33＃乃是為｜148277｝
66	19	10	｛32＃靈意，｜148279｝
66	19	10	｛31＃的｜148280｝
66	19	10	｛30＃豫言中｜148281｝
66	19	10	｛1＊我｜148282｝
66	19	10	｛4＊在｜148283｝
66	19	10	｛10＊他｜148284｝
66	19	10	｛14＊我｜148285｝
66	19	10	｛26＊的；｜148286｝
66	19	11	｛2＃觀看，｜148288｝
66	19	11	｛3＃見｜148289｝
66	19	11	｛4＃天｜148290｝
66	19	11	｛5＃開了；｜148291｝
66	19	11	｛6＃有｜148293｝
66	19	11	｛9＃馬，｜148294｝
66	19	11	｛8＃白｜148295｝
66	19	11	｛14＃的，｜148297｝
66	19	11	｛10＃騎｜148298｝
66	19	11	｛11＃在｜148299｝
66	19	11	｛12＃馬｜148300｝
66	19	11	｛15＃稱為｜148301｝
66	19	11	｛16＃誠信｜148302｝
66	19	11	｛17＃真實；｜148304｝
66	19	11	｛20＃都｜148305｝
66	19	11	｛21＃按着｜148306｝
66	19	11	｛22＃公義。｜148307｝
66	19	11	｛18＃他審判｜148308｝
66	19	11	｛19＃爭戰｜148310｝
66	19	11	｛1＊我｜148311｝
66	19	11	｛7＊一匹｜148312｝
66	19	11	｛13＊上｜148313｝
66	19	12	｛2＃眼睛｜148316｝
66	19	12	｛1＃他的｜148317｝
66	19	12	｛3＃如｜148318｝
66	19	12	｛5＃焰，｜148319｝
66	19	12	｛4＃火｜148320｝
66	19	12	｛8＃戴着｜148322｝
66	19	12	｛7＃頭上｜148324｝
66	19	12	｛6＃他｜148325｝
66	19	12	｛10＃冠冕；｜148326｝
66	19	12	｛9＃許多｜148327｝
66	19	12	｛11＃又有｜148328｝
66	19	12	｛13＃名字，｜148329｝
66	19	12	｛12＃寫着的｜148330｝
66	19	12	｛17＃沒有人｜148332｝
66	19	12	｛18＃知道。｜148333｝
66	19	12	｛14＃除｜148334｝
66	19	12	｛15＃了｜148335｝
66	19	12	｛16＃他自己｜148336｝
66	19	13	｛2＃穿着｜148338｝
66	19	13	｛5＃衣服；｜148339｝
66	19	13	｛3＃濺了｜148340｝
66	19	13	｛4＃血的｜148341｝
66	19	13	｛8＃稱為｜148343｝
66	19	13	｛7＃名｜148345｝
66	19	13	｛6＃他的｜148346｝
66	19	13	｛11＃道。｜148348｝
66	19	13	｛10＃之｜148349｝
66	19	13	｛9＃神｜148350｝
66	19	13	｛1＊他｜148351｝
66	19	14	｛3＃的｜148353｝
66	19	14	｛4＃眾軍，｜148354｝
66	19	14	｛1＃在｜148356｝
66	19	14	｛2＃天上｜148358｝
66	19	14	｛12＃跟隨｜148359｝
66	19	14	｛13＃他。｜148360｝
66	19	14	｛5＃騎着｜148361｝
66	19	14	｛7＃馬，｜148362｝
66	19	14	｛6＃白｜148363｝
66	19	14	｛8＃穿着｜148364｝
66	19	14	｛9＃細麻衣，｜148365｝
66	19	14	｛10＃又白｜148366｝
66	19	14	｛11＃又潔，｜148367｝
66	19	15	｛1＃有｜148369｝
66	19	15	｛4＃從｜148370｝
66	19	15	｛6＃口｜148372｝
66	19	15	｛5＃他｜148373｝
66	19	15	｛8＃出來，｜148374｝
66	19	15	｛3＃劍｜148375｝
66	19	15	｛2＃利｜148376｝
66	19	15	｛9＃可｜148377｝
66	19	15	｛10＃以｜148378｝
66	19	15	｛11＃擊殺｜148380｝
66	19	15	｛12＃列｜148381｝
66	19	15	｛13＃國；｜148382｝
66	19	15	｛14＃他｜148384｝
66	19	15	｛18＃轄管〔轄管原文作牧〕｜148385｝
66	19	15	｛19＃他們；｜148386｝
66	19	15	｛15＃必用｜148387｝
66	19	15	｛17＃杖｜148388｝
66	19	15	｛16＃鐵｜148389｝
66	19	15	｛20＃並要｜148390｝
66	19	15	｛21＃踹｜148392｝
66	19	15	｛28＃醡。｜148394｝
66	19	15	｛26＃的｜148395｝
66	19	15	｛27＃酒｜148396｝
66	19	15	｛24＃烈｜148398｝
66	19	15	｛25＃怒｜148400｝
66	19	15	｛23＃神｜148402｝
66	19	15	｛22＃全能｜148404｝
66	19	15	｛7＊中｜148405｝
66	19	16	｛7＃有｜148407｝
66	19	16	｛1＃在｜148408｝
66	19	16	｛3＃衣服｜148410｝
66	19	16	｛4＃和｜148411｝
66	19	16	｛6＃上，｜148412｝
66	19	16	｛5＃大腿｜148414｝
66	19	16	｛2＃他｜148415｝
66	19	16	｛8＃名｜148416｝
66	19	16	｛9＃寫着說，｜148417｝
66	19	16	｛11＃王，｜148418｝
66	19	16	｛10＃萬王之｜148419｝
66	19	16	｛13＃主。｜148421｝
66	19	16	｛12＃萬主之｜148422｝
66	19	17	｛2＃又｜148423｝
66	19	17	｛3＃看見｜148424｝
66	19	17	｛4＃一位｜148425｝
66	19	17	｛5＃天使｜148426｝
66	19	17	｛6＃站｜148427｝
66	19	17	｛7＃在｜148428｝
66	19	17	｛8＃日頭｜148430｝
66	19	17	｛18＃喊着｜148432｝
66	19	17	｛17＃聲｜148434｝
66	19	17	｛16＃大｜148435｝
66	19	17	｛19＃說，｜148436｝
66	19	17	｛10＃向｜148437｝
66	19	17	｛14＃的｜148438｝
66	19	17	｛15＃鳥，｜148439｝
66	19	17	｛12＃所｜148440｝
66	19	17	｛13＃飛｜148441｝
66	19	17	｛11＃天空｜148443｝
66	19	17	｛21＃來｜148444｝
66	19	17	｛20＃你們聚集｜148445｝
66	19	17	｛22＃赴｜148446｝
66	19	17	｛26＃筵席；｜148448｝
66	19	17	｛25＃大｜148450｝
66	19	17	｛24＃的｜148451｝
66	19	17	｛23＃神｜148452｝
66	19	17	｛1＊我｜148453｝
66	19	17	｛9＊中，｜148454｝
66	19	18	｛1＃可以｜148455｝
66	19	18	｛2＃喫｜148456｝
66	19	18	｛3＃君王｜148458｝
66	19	18	｛4＃與｜148459｝
66	19	18	｛6＃肉，｜148460｝
66	19	18	｛5＃將軍的｜148461｝
66	19	18	｛7＃壯士｜148464｝
66	19	18	｛8＃與｜148465｝
66	19	18	｛14＃肉，｜148466｝
66	19	18	｛9＃馬｜148467｝
66	19	18	｛10＃和｜148468｝
66	19	18	｛11＃騎｜148470｝
66	19	18	｛12＃馬｜148472｝
66	19	18	｛15＃並｜148473｝
66	19	18	｛22＃人民的肉。｜148474｝
66	19	18	｛16＃一切｜148475｝
66	19	18	｛17＃自主的｜148476｝
66	19	18	｛18＃為奴的，｜148479｝
66	19	18	｛19＃以及｜148480｝
66	19	18	｛21＃小｜148481｝
66	19	18	｛20＃大｜148483｝
66	19	18	｛13＊者的｜148484｝
66	19	19	｛2＃看見｜148486｝
66	19	19	｛3＃那｜148487｝
66	19	19	｛4＃獸，｜148488｝
66	19	19	｛5＃和｜148489｝
66	19	19	｛8＃君王，｜148491｝
66	19	19	｛7＃的｜148492｝
66	19	19	｛6＃地上｜148493｝
66	19	19	｛9＃並｜148494｝
66	19	19	｛11＃眾｜148495｝
66	19	19	｛12＃軍｜148496｝
66	19	19	｛10＃他們的｜148497｝
66	19	19	｛13＃都聚集，｜148498｝
66	19	19	｛14＃要｜148499｝
66	19	19	｛22＃爭戰。｜148501｝
66	19	19	｛15＃與｜148502｝
66	19	19	｛16＃騎｜148504｝
66	19	19	｛17＃白馬｜148507｝
66	19	19	｛18＃的｜148508｝
66	19	19	｛19＃並｜148509｝
66	19	19	｛21＃軍兵｜148511｝
66	19	19	｛20＃他的｜148512｝
66	19	19	｛1＊我｜148513｝
66	19	20	｛3＃被擒拿，｜148516｝
66	19	20	｛1＃那｜148517｝
66	19	20	｛2＃獸｜148518｝
66	19	20	｛20＃也｜148519｝
66	19	20	｛21＃與｜148520｝
66	19	20	｛22＃獸｜148521｝
66	19	20	｛18＃之人的｜148522｝
66	19	20	｛19＃假先知，｜148523｝
66	19	20	｛4＃那｜148524｝
66	19	20	｛8＃曾行｜148525｝
66	19	20	｛9＃奇事，｜148527｝
66	19	20	｛7＃面前｜148528｝
66	19	20	｛6＃獸｜148529｝
66	19	20	｛10＃迷惑｜148532｝
66	19	20	｛11＃受｜148534｝
66	19	20	｛13＃印記，｜148536｝
66	19	20	｛12＃獸｜148538｝
66	19	20	｛14＃和｜148539｝
66	19	20	｛15＃拜｜148541｝
66	19	20	｛17＃像｜148543｝
66	19	20	｛16＃獸｜148544｝
66	19	20	｛26＃就活活的｜148545｝
66	19	20	｛27＃被扔｜148546｝
66	19	20	｛24＃他們｜148547｝
66	19	20	｛25＃兩個｜148548｝
66	19	20	｛28＃在｜148549｝
66	19	20	｛33＃湖｜148551｝
66	19	20	｛32＃火｜148553｝
66	19	20	｛31＃的｜148554｝
66	19	20	｛29＃燒着｜148555｝
66	19	20	｛30＃硫磺｜148557｝
66	19	20	｛5＊在｜148558｝
66	19	20	｛23＊同被擒拿；｜148559｝
66	19	20	｛34＊裏；｜148561｝
66	19	21	｛1＃其餘的｜148564｝
66	19	21	｛11＃殺了；｜148565｝
66	19	21	｛9＃的｜148567｝
66	19	21	｛10＃劍｜148568｝
66	19	21	｛2＃被｜148569｝
66	19	21	｛3＃騎｜148570｝
66	19	21	｛4＃白馬｜148573｝
66	19	21	｛8＃出來｜148575｝
66	19	21	｛6＃口｜148578｝
66	19	21	｛13＃都｜148581｝
66	19	21	｛12＃飛鳥｜148583｝
66	19	21	｛14＃喫飽了｜148584｝
66	19	21	｛16＃肉。｜148587｝
66	19	21	｛15＃他們的｜148588｝
66	19	21	｛5＊者｜148590｝
66	19	21	｛7＊中｜148591｝
66	20	1	｛2＃又｜148592｝
66	20	1	｛3＃看見｜148593｝
66	20	1	｛4＃一位天使｜148594｝
66	20	1	｛7＃降下，｜148595｝
66	20	1	｛5＃從｜148596｝
66	20	1	｛6＃天｜148598｝
66	20	1	｛10＃拿着｜148599｝
66	20	1	｛13＃鑰匙，｜148601｝
66	20	1	｛12＃的｜148602｝
66	20	1	｛11＃無底坑｜148603｝
66	20	1	｛14＃和｜148604｝
66	20	1	｛17＃鍊子。｜148605｝
66	20	1	｛16＃大｜148606｝
66	20	1	｛8＃手｜148609｝
66	20	1	｛1＊我｜148611｝
66	20	1	｛9＊裏｜148612｝
66	20	1	｛15＊一條｜148613｝
66	20	2	｛1＃他捉住｜148615｝
66	20	2	｛2＃那｜148616｝
66	20	2	｛3＃龍，｜148617｝
66	20	2	｛6＃蛇，｜148619｝
66	20	2	｛4＃就是｜148620｝
66	20	2	｛5＃古｜148621｝
66	20	2	｛7＃又｜148622｝
66	20	2	｛8＃叫｜148623｝
66	20	2	｛9＃魔鬼，｜148624｝
66	20	2	｛10＃也｜148625｝
66	20	2	｛12＃撒但，｜148627｝
66	20	2	｛14＃捆綁｜148629｝
66	20	2	｛13＃把他｜148630｝
66	20	2	｛15＃一千｜148631｝
66	20	2	｛16＃年，｜148632｝
66	20	2	｛11＊叫｜148633｝
66	20	3	｛1＃扔｜148639｝
66	20	3	｛2＃在｜148641｝
66	20	3	｛3＃無底坑｜148643｝
66	20	3	｛7＃關閉，｜148645｝
66	20	3	｛8＃用印封｜148647｝
66	20	3	｛9＃上，｜148648｝
66	20	3	｛6＃無底坑｜148649｝
66	20	3	｛10＃使｜148650｝
66	20	3	｛12＃不得｜148651｝
66	20	3	｛14＃迷惑｜148652｝
66	20	3	｛13＃再｜148653｝
66	20	3	｛15＃列｜148654｝
66	20	3	｛16＃國，｜148655｝
66	20	3	｛17＃等到｜148656｝
66	20	3	｛21＃完了；｜148657｝
66	20	3	｛18＃那｜148658｝
66	20	3	｛19＃一千｜148659｝
66	20	3	｛20＃年｜148660｝
66	20	3	｛22＃以後｜148661｝
66	20	3	｛23＃必須｜148663｝
66	20	3	｛26＃釋放｜148664｝
66	20	3	｛27＃他。｜148665｝
66	20	3	｛24＃暫｜148666｝
66	20	3	｛25＃時｜148667｝
66	20	3	｛4＊裏，｜148668｝
66	20	3	｛5＊將｜148669｝
66	20	3	｛11＊他｜148670｝
66	20	4	｛2＃又｜148671｝
66	20	4	｛3＃看見｜148672｝
66	20	4	｛4＃幾個寶座，｜148673｝
66	20	4	｛5＃也有｜148674｝
66	20	4	｛6＃坐｜148675｝
66	20	4	｛7＃在｜148676｝
66	20	4	｛8＃上面｜148677｝
66	20	4	｛10＃並有｜148678｝
66	20	4	｛11＃審判的權柄｜148679｝
66	20	4	｛12＃賜給｜148680｝
66	20	4	｛13＃他們；｜148681｝
66	20	4	｛26＃和｜148682｝
66	20	4	｛14＃我又看見那些｜148683｝
66	20	4	｛25＃靈魂，｜148684｝
66	20	4	｛24＃者的｜148685｝
66	20	4	｛23＃被斬｜148686｝
66	20	4	｛15＃因為｜148687｝
66	20	4	｛17＃作見證，｜148689｝
66	20	4	｛16＃給耶穌｜148690｝
66	20	4	｛18＃並｜148691｝
66	20	4	｛19＃為｜148692｝
66	20	4	｛22＃道｜148694｝
66	20	4	｛21＃之｜148695｝
66	20	4	｛20＃神｜148696｝
66	20	4	｛34＃也沒有｜148697｝
66	20	4	｛27＃那｜148698｝
66	20	4	｛28＃沒有｜148699｝
66	20	4	｛29＃拜過｜148700｝
66	20	4	｛30＃獸｜148702｝
66	20	4	｛31＃與｜148703｝
66	20	4	｛33＃像，｜148705｝
66	20	4	｛32＃獸｜148706｝
