Book	Chapter	Verse	OGNTsort	BGBsort
46	13	6	095278	118179
46	13	7	095287	118192
46	13	8	095295	118204
46	13	9	095309	118222
46	13	10	095317	118234
46	13	11	095326	118247
46	13	12	095345	118270
46	13	13	095367	118296
46	14	1	095381	118314
46	14	2	095392	118329
46	14	3	095408	118349
46	14	4	095418	118363
46	14	5	095428	118377
46	14	6	095455	118408
46	14	7	095483	118440
46	14	8	095505	118466
46	14	9	095516	118481
46	14	10	095536	118505
46	14	11	095547	118520
46	14	12	095565	118542
46	14	13	095580	118561
46	14	14	095587	118572
46	14	15	095601	118590
46	14	16	095620	118613
46	14	17	095644	118641
46	14	18	095654	118655
46	14	19	095662	118667
46	14	20	095681	118690
46	14	21	095696	118709
46	14	22	095718	118735
46	14	23	095739	118760
46	14	24	095761	118786
46	14	25	095777	118806
46	14	26	095800	118833
46	14	27	095821	118858
46	14	28	095837	118878
46	14	29	095851	118896
46	14	30	095861	118910
46	14	31	095869	118922
46	14	32	095881	118938
46	14	33	095886	118947
46	14	34	095901	118966
46	14	35	095919	118988
46	14	36	095937	119010
46	14	37	095950	119027
46	14	38	095965	119046
46	14	39	095970	119055
46	14	40	095982	119071
46	15	1	095989	119082
46	15	2	096005	119102
46	15	3	096020	119121
46	15	4	096038	119143
46	15	5	096051	119160
46	15	6	096058	119171
46	15	7	096074	119191
46	15	8	096081	119202
46	15	9	096089	119214
46	15	10	096108	119237
46	15	11	096140	119273
46	15	12	096150	119287
46	15	13	096168	119309
46	15	14	096177	119322
46	15	15	096193	119342
46	15	16	096216	119369
46	15	17	096224	119381
46	15	18	096239	119401
46	15	19	096246	119412
46	15	20	096260	119430
46	15	21	096269	119443
46	15	22	096279	119457
46	15	23	096293	119475
46	15	24	096309	119495
46	15	25	096329	119519
46	15	26	096343	119537
46	15	27	096348	119546
46	15	28	096369	119571
46	15	29	096394	119600
46	15	30	096412	119622
46	15	31	096418	119632
46	15	32	096434	119652
46	15	33	096454	119676
46	15	34	096461	119687
46	15	35	096475	119705
46	15	36	096486	119720
46	15	37	096495	119733
46	15	38	096514	119756
46	15	39	096528	119774
46	15	40	096549	119799
46	15	41	096567	119821
46	15	42	096584	119842
46	15	43	096596	119858
46	15	44	096608	119874
46	15	45	096621	119891
46	15	46	096638	119912
46	15	47	096649	119927
46	15	48	096660	119942
46	15	49	096675	119961
46	15	50	096688	119978
46	15	51	096707	120001
46	15	52	096717	120015
46	15	53	096736	120038
46	15	54	096749	120055
46	15	55	096773	120084
46	15	56	096783	120098
46	15	57	096797	120116
46	15	58	096812	120135
46	16	1	096836	120163
46	16	2	096854	120185
46	16	3	096874	120208
46	16	4	096890	120228
46	16	5	096900	120242
46	16	6	096910	120256
46	16	7	096925	120275
46	16	8	096944	120298
46	16	9	096951	120309
46	16	10	096961	120323
46	16	11	096978	120344
46	16	12	096998	120368
46	16	13	097025	120399
46	16	14	097032	120410
46	16	15	097037	120419
46	16	16	097057	120443
46	16	17	097069	120459
46	16	18	097085	120479
46	16	19	097097	120495
46	16	20	097117	120519
46	16	21	097127	120533
46	16	22	097133	120543
46	16	23	097143	120557
46	16	24	097150	120568
47	1	1	097159	120582
47	1	2	097188	120615
47	1	3	097200	120631
47	1	4	097218	120653
47	1	5	097244	120683
47	1	6	097262	120705
47	1	7	097288	120735
47	1	8	097306	120757
47	1	9	097333	120788
47	1	10	097356	120815
47	1	11	097371	120834
47	1	12	097391	120858
47	1	13	097426	120897
47	1	14	097444	120919
47	1	15	097465	120944
47	1	16	097478	120961
47	1	17	097498	120985
47	1	18	097523	121014
47	1	19	097539	121034
47	1	20	097568	121067
47	1	21	097588	121091
47	1	22	097600	121107
47	1	23	097614	121125
47	1	24	097631	121146
47	2	1	097647	121166
47	2	2	097659	121182
47	2	3	097675	121202
47	2	4	097700	121231
47	2	5	097725	121260
47	2	6	097740	121279
47	2	7	097750	121293
47	2	8	097765	121312
47	2	9	097772	121323
47	2	10	097787	121342
47	2	11	097805	121364
47	2	12	097817	121380
47	2	13	097833	121400
47	2	14	097853	121424
47	2	15	097876	121451
47	2	16	097889	121468
47	2	17	097908	121491
47	3	1	097932	121519
47	3	2	097948	121539
47	3	3	097964	121559
47	3	4	097988	121587
47	3	5	097998	121601
47	3	6	098016	121623
47	3	7	098035	121646
47	3	8	098067	121682
47	3	9	098077	121696
47	3	10	098092	121715
47	3	11	098106	121733
47	3	12	098118	121749
47	3	13	098125	121760
47	3	14	098147	121786
47	3	15	098173	121816
47	3	16	098186	121833
47	3	17	098195	121846
47	3	18	098207	121862
47	4	1	098228	121887
47	4	2	098238	121901
47	4	3	098268	121935
47	4	4	098281	121952
47	4	5	098310	121985
47	4	6	098324	122003
47	4	7	098351	122034
47	4	8	098371	122058
47	4	9	098381	122072
47	4	10	098389	122084
47	4	11	098409	122108
47	4	12	098431	122134
47	4	13	098442	122149
47	4	14	098461	122172
47	4	15	098477	122192
47	4	16	098497	122216
47	4	17	098516	122239
47	4	18	098532	122259
47	5	1	098550	122281
47	5	2	098571	122306
47	5	3	098584	122323
47	5	4	098591	122334
47	5	5	098614	122361
47	5	6	098629	122380
47	5	7	098643	122398
47	5	8	098650	122409
47	5	9	098664	122427
47	5	10	098674	122441
47	5	11	098699	122470
47	5	12	098718	122493
47	5	13	098741	122520
47	5	14	098748	122531
47	5	15	098766	122553
47	5	16	098783	122574
47	5	17	098802	122597
47	5	18	098815	122614
47	5	19	098834	122637
47	5	20	098857	122664
47	5	21	098873	122684
47	6	1	098888	122703
47	6	2	098901	122720
47	6	3	098921	122744
47	6	4	098931	122758
47	6	5	098948	122779
47	6	6	098960	122795
47	6	7	098974	122813
47	6	8	098989	122832
47	6	9	099001	122848
47	6	10	099015	122866
47	6	11	099031	122886
47	6	12	099042	122901
47	6	13	099052	122915
47	6	14	099062	122929
47	6	15	099078	122949
47	6	16	099090	122965
47	6	17	099122	123001
47	6	18	099138	123021
47	7	1	099154	123041
47	7	2	099173	123064
47	7	3	099181	123076
47	7	4	099198	123097
47	7	5	099219	123122
47	7	6	099239	123146
47	7	7	099252	123163
47	7	8	099285	123200
47	7	9	099310	123229
47	7	10	099330	123253
47	7	11	099347	123274
47	7	12	099379	123310
47	7	13	099407	123343
47	7	14	099430	123370
47	7	15	099456	123400
47	7	16	099476	123424
47	8	1	099483	123435
47	8	2	099498	123454
47	8	3	099521	123481
47	8	4	099529	123493
47	8	5	099545	123513
47	8	6	099560	123532
47	8	7	099577	123553
47	8	8	099604	123584
47	8	9	099620	123604
47	8	10	099641	123629
47	8	11	099662	123654
47	8	12	099681	123677
47	8	13	099694	123694
47	8	14	099704	123708
47	8	15	099728	123736
47	8	16	099741	123753
47	8	17	099756	123772
47	8	18	099768	123788
47	8	19	099784	123808
47	8	20	099812	123840
47	8	21	099826	123858
47	8	22	099837	123873
47	8	23	099859	123899
47	8	24	099875	123919
47	9	1	099893	123941
47	9	2	099908	123960
47	9	3	099930	123986
47	9	4	099952	124012
47	9	5	099973	124037
47	9	6	099999	124067
47	9	7	100016	124088
47	9	8	100033	124109
47	9	9	100054	124134
47	9	10	100067	124151
47	9	11	100090	124178
47	9	12	100103	124195
47	9	13	100125	124221
47	9	14	100154	124254
47	9	15	100169	124273
47	10	1	100177	124285
47	10	2	100202	124314
47	10	3	100222	124338
47	10	4	100230	124350
47	10	5	100247	124371
47	10	6	100265	124393
47	10	7	100277	124409
47	10	8	100299	124435
47	10	9	100322	124462
47	10	10	100332	124476
47	10	11	100350	124498
47	10	12	100367	124519
47	10	13	100390	124546
47	10	14	100413	124573
47	10	15	100432	124596
47	10	16	100456	124624
47	10	17	100469	124641
47	10	18	100475	124651
47	11	1	100488	124668
47	11	2	100498	124682
47	11	3	100513	124701
47	11	4	100540	124732
47	11	5	100566	124762
47	11	6	100573	124773
47	11	7	100591	124795
47	11	8	100607	124815
47	11	9	100616	124828
47	11	10	100644	124860
47	11	11	100662	124882
47	11	12	100671	124895
47	11	13	100691	124919
47	11	14	100701	124933
47	11	15	100712	124948
47	11	16	100732	124972
47	11	17	100754	124997
47	11	18	100770	125017
47	11	19	100777	125029
47	11	20	100784	125040
47	11	21	100805	125065
47	11	22	100823	125087
47	11	23	100833	125101
47	11	24	100852	125124
47	11	25	100859	125135
47	11	26	100870	125150
47	11	27	100894	125178
47	11	28	100911	125199
47	11	29	100925	125217
47	11	30	100936	125232
47	11	31	100944	125244
47	11	32	100961	125265
47	11	33	100974	125282
47	12	1	100988	125300
47	12	2	101000	125316
47	12	3	101027	125347
47	12	4	101044	125368
47	12	5	101058	125386
47	12	6	101072	125404
47	12	7	101098	125434
47	12	8	101120	125460
47	12	9	101130	125474
47	12	10	101160	125508
47	12	11	101180	125532
47	12	12	101201	125557
47	12	13	101218	125578
47	12	14	101240	125604
47	12	15	101271	125639
47	12	16	101287	125659
47	12	17	101299	125675
47	12	18	101309	125689
47	12	19	101328	125712
47	12	20	101346	125734
47	12	21	101372	125764
47	13	1	101400	125796
47	13	2	101414	125814
47	13	3	101438	125842
47	13	4	101455	125863
47	13	5	101480	125892
47	13	6	101502	125918
47	13	7	101511	125931
47	13	8	101537	125961
47	13	9	101548	125976
47	13	10	101563	125995
47	13	11	101587	126023
47	13	12	101606	126046
47	13	13	101616	126064
48	1	1	101636	126089
48	1	2	101656	126113
48	1	3	101666	126127
48	1	4	101678	126143
48	1	5	101702	126171
48	1	6	101711	126184
48	1	7	101726	126203
48	1	8	101744	126225
48	1	9	101760	126245
48	1	10	101775	126264
48	1	11	101795	126288
48	1	12	101810	126307
48	1	13	101824	126325
48	1	14	101844	126349
48	1	15	101863	126372
48	1	16	101881	126394
48	1	17	101899	126416
48	1	18	101917	126438
48	1	19	101932	126457
48	1	20	101945	126474
48	1	21	101956	126489
48	1	22	101966	126503
48	1	23	101978	126519
48	1	24	101994	126539
48	2	1	102000	126549
48	2	2	102013	126566
48	2	3	102039	126596
48	2	4	102049	126610
48	2	5	102068	126633
48	2	6	102083	126652
48	2	7	102107	126680
48	2	8	102120	126697
48	2	9	102134	126715
48	2	10	102166	126751
48	2	11	102177	126766
48	2	12	102190	126783
48	2	13	102212	126809
48	2	14	102226	126827
48	2	15	102256	126861
48	2	16	102264	126873
48	2	17	102303	126916
48	2	18	102319	126936
48	2	19	102329	126950
48	2	20	102340	126965
48	2	21	102371	127000
48	3	1	102386	127019
48	3	2	102399	127040
48	3	3	102415	127060
48	3	4	102423	127072
48	3	5	102430	127083
48	3	6	102448	127105
48	3	7	102458	127119
48	3	8	102468	127133
48	3	9	102490	127159
48	3	10	102499	127172
48	3	11	102527	127204
48	3	12	102543	127224
48	3	13	102557	127242
48	3	14	102577	127266
48	3	15	102598	127291
48	3	16	102610	127307
48	3	17	102639	127340
48	3	18	102662	127367
48	3	19	102679	127388
48	3	20	102700	127413
48	3	21	102711	127428
48	3	22	102735	127456
48	3	23	102753	127478
48	3	24	102768	127497
48	3	25	102780	127513
48	3	26	102788	127525
48	3	27	102799	127540
48	3	28	102806	127551
48	3	29	102829	127578
48	4	1	102841	127594
48	4	2	102856	127613
48	4	3	102867	127628
48	4	4	102880	127645
48	4	5	102899	127668
48	4	6	102908	127681
48	4	7	102928	127705
48	4	8	102941	127722
48	4	9	102953	127738
48	4	10	102976	127765
48	4	11	102984	127777
48	4	12	102992	127789
48	4	13	103005	127806
48	4	14	103016	127821
48	4	15	103037	127846
48	4	16	103054	127867
48	4	17	103060	127877
48	4	18	103071	127892
48	4	19	103086	127911
48	4	20	103097	127926
48	4	21	103112	127945
48	4	22	103123	127960
48	4	23	103139	127980
48	4	24	103155	128001
48	4	25	103174	128024
48	4	26	103194	128048
48	4	27	103204	128062
48	4	28	103229	128091
48	4	29	103237	128103
48	4	30	103251	128121
48	4	31	103276	128150
48	5	1	103285	128163
48	5	2	103298	128180
48	5	3	103310	128196
48	5	4	103323	128213
48	5	5	103333	128227
48	5	6	103341	128239
48	5	7	103356	128258
48	5	8	103365	128271
48	5	9	103372	128282
48	5	10	103378	128292
48	5	11	103398	128316
48	5	12	103414	128336
48	5	13	103420	128346
48	5	14	103440	128370
48	5	15	103456	128390
48	5	16	103467	128405
48	5	17	103477	128419
48	5	18	103501	128447
48	5	19	103509	128459
48	5	20	103521	128475
48	5	21	103530	128488
48	5	22	103551	128513
48	5	23	103564	128530
48	5	24	103572	128542
48	5	25	103586	128560
48	5	26	103592	128570
48	6	1	103599	128581
48	6	2	103622	128608
48	6	3	103633	128623
48	6	4	103643	128637
48	6	5	103662	128660
48	6	6	103668	128670
48	6	7	103679	128685
48	6	8	103692	128702
48	6	9	103716	128730
48	6	10	103728	128746
48	6	11	103745	128767
48	6	12	103753	128779
48	6	13	103770	128801
48	6	14	103787	128822
48	6	15	103809	128848
48	6	16	103819	128862
48	6	17	103836	128883
48	6	18	103853	128904
49	1	1	103866	128921
49	1	2	103884	128943
49	1	3	103896	128959
49	1	4	103918	128985
49	1	5	103935	129006
49	1	6	103950	129025
49	1	7	103962	129041
49	1	8	103981	129064
49	1	9	103990	129077
49	1	10	104005	129096
49	1	11	104028	129123
49	1	12	104045	129144
49	1	13	104058	129161
49	1	14	104083	129190
49	1	15	104098	129209
49	1	16	104118	129233
49	1	17	104129	129248
49	1	18	104150	129273
49	1	19	104178	129305
49	1	20	104198	129329
49	1	21	104215	129350
49	1	22	104239	129378
49	1	23	104254	129397
49	2	1	104267	129414
49	2	2	104277	129428
49	2	3	104304	129459
49	2	4	104334	129493
49	2	5	104349	129512
49	2	6	104361	129528
49	2	7	104371	129542
49	2	8	104391	129566
49	2	9	104406	129585
49	2	10	104413	129596
49	2	11	104432	129619
49	2	12	104451	129642
49	2	13	104477	129672
49	2	14	104494	129693
49	2	15	104517	129720
49	2	16	104536	129743
49	2	17	104553	129764
49	2	18	104564	129779
49	2	19	104578	129797
49	2	20	104594	129817
49	2	21	104607	129834
49	2	22	104618	129849
49	3	1	104629	129864
49	3	2	104642	129881
49	3	3	104656	129899
49	3	4	104667	129914
49	3	5	104680	129931
49	3	6	104700	129955
49	3	7	104716	129975
49	3	8	104735	129998
49	3	9	104752	130019
49	3	10	104772	130043
49	3	11	104791	130066
49	3	12	104804	130083
49	3	13	104817	130100
49	3	14	104831	130118
49	3	15	104840	130136
49	3	16	104850	130150
49	3	17	104869	130173
49	3	18	104884	130192
49	3	19	104900	130212
49	3	20	104917	130233
49	3	21	104935	130255
49	4	1	104954	130278
49	4	2	104968	130296
49	4	3	104979	130311
49	4	4	104990	130326
49	4	5	105004	130344
49	4	6	105010	130354
49	4	7	105024	130372
49	4	8	105038	130390
49	4	9	105049	130406
49	4	10	105065	130426
49	4	11	105080	130445
49	4	12	105097	130466
49	4	13	105111	130484
49	4	14	105137	130514
49	4	15	105160	130541
49	4	16	105174	130559
49	4	17	105204	130593
49	4	18	105224	130617
49	4	19	105246	130643
49	4	20	105258	130659
49	4	21	105265	130670
49	4	22	105279	130688
49	4	23	105295	130708
49	4	24	105302	130719
49	4	25	105317	130738
49	4	26	105332	130757
49	4	27	105344	130773
49	4	28	105349	130782
49	4	29	105368	130805
49	4	30	105390	130831
49	4	31	105405	130850
49	4	32	105421	130870
49	5	1	105437	130890
49	5	2	105445	130902
49	5	3	105468	130929
49	5	4	105482	130947
49	5	5	105494	130963
49	5	6	105518	130991
49	5	7	105536	131013
49	5	8	105541	131022
49	5	9	105554	131039
49	5	10	105566	131055
49	5	11	105572	131065
49	5	12	105585	131082
49	5	13	105595	131096
49	5	14	105603	131104
49	5	15	105624	131133
49	5	16	105635	131148
49	5	17	105643	131160
49	5	18	105655	131176
49	5	19	105667	131192
49	5	20	105684	131213
49	5	21	105699	131232
49	5	22	105704	131241
49	5	23	105712	131253
49	5	24	105729	131274
49	5	25	105744	131293
49	5	26	105761	131314
49	5	27	105771	131328
49	5	28	105793	131354
49	5	29	105813	131378
49	5	30	105831	131400
49	5	31	105837	131419
49	5	32	105859	131445
49	5	33	105873	131463
49	6	1	105894	131488
49	6	2	105906	131504
49	6	3	105919	131521
49	6	4	105929	131535
49	6	5	105945	131555
49	6	6	105964	131578
49	6	7	105980	131598
49	6	8	105989	131611
49	6	9	106004	131630
49	6	10	106032	131662
49	6	11	106044	131678
49	6	12	106059	131697
49	6	13	106090	131732
49	6	14	106109	131755
49	6	15	106123	131773
49	6	16	106133	131787
49	6	17	106151	131809
49	6	18	106166	131828
49	6	19	106190	131856
49	6	20	106209	131879
49	6	21	106222	131896
49	6	22	106244	131922
49	6	23	106261	131943
49	6	24	106275	131961
50	1	1	106288	131978
50	1	2	106308	132002
50	1	3	106320	132018
50	1	4	106329	132031
50	1	5	106342	132048
50	1	6	106356	132066
50	1	7	106371	132085
50	1	8	106408	132126
50	1	9	106421	132143
50	1	10	106438	132164
50	1	11	106452	132182
50	1	12	106464	132198
50	1	13	106479	132217
50	1	14	106495	132237
50	1	15	106512	132260
50	1	16	106527	132279
50	1	17	106538	132294
50	1	18	106553	132313
50	1	19	106572	132336
50	1	20	106590	132358
50	1	21	106620	132392
50	1	22	106629	132405
50	1	23	106644	132424
50	1	24	106663	132447
50	1	25	106672	132460
50	1	26	106690	132482
50	1	27	106707	132503
50	1	28	106738	132538
50	1	29	106758	132562
50	1	30	106776	132584
50	2	1	106789	132601
50	2	2	106808	132624
50	2	3	106824	132644
50	2	4	106837	132661
50	2	5	106847	132675
50	2	6	106856	132688
50	2	7	106868	132704
50	2	8	106883	132723
50	2	9	106892	132736
50	2	10	106907	132755
50	2	11	106920	132772
50	2	12	106932	132788
50	2	13	106961	132821
50	2	14	106977	132841
50	2	15	106983	132851
50	2	16	107003	132875
50	2	17	107021	132897
50	2	18	107038	132918
50	2	19	107047	132931
50	2	20	107063	132951
50	2	21	107073	132965
50	2	22	107083	132979
50	2	23	107098	132998
50	2	24	107110	133014
50	2	25	107119	133027
50	2	26	107141	133053
50	2	27	107152	133069
50	2	28	107175	133096
50	2	29	107187	133112
50	2	30	107200	133129
50	3	1	107220	133153
50	3	2	107238	133175
50	3	3	107248	133189
50	3	4	107267	133212
50	3	5	107283	133232
50	3	6	107296	133249
50	3	7	107308	133265
50	3	8	107319	133280
50	3	9	107347	133314
50	3	10	107370	133341
50	3	11	107389	133364
50	3	12	107398	133377
50	3	13	107417	133400
50	3	14	107433	133420
50	3	15	107447	133438
50	3	16	107463	133458
50	3	17	107470	133473
50	3	18	107483	133490
50	3	19	107501	133512
50	3	20	107521	133536
50	3	21	107536	133555
50	4	1	107560	133583
50	4	2	107575	133602
50	4	3	107585	133616
50	4	4	107613	133648
50	4	5	107620	133659
50	4	6	107629	133672
50	4	7	107648	133695
50	4	8	107668	133719
50	4	9	107693	133748
50	4	10	107714	133773
50	4	11	107733	133796
50	4	12	107746	133813
50	4	13	107766	133837
50	4	14	107772	133847
50	4	15	107779	133858
50	4	16	107806	133889
50	4	17	107819	133906
50	4	18	107833	133924
50	4	19	107852	133947
50	4	20	107869	133968
50	4	21	107883	133986
50	4	22	107895	134002
50	4	23	107907	134018
51	1	1	107917	134033
51	1	2	107928	134048
51	1	3	107945	134069
51	1	4	107958	134086
51	1	5	107974	134106
51	1	6	107992	134128
51	1	7	108022	134162
51	1	8	108038	134182
51	1	9	108047	134195
51	1	10	108075	134227
51	1	11	108093	134249
51	1	12	108110	134270
51	1	13	108126	134290
51	1	14	108144	134312
51	1	15	108153	134325
51	1	16	108163	134339
51	1	17	108197	134377
51	1	18	108208	134392
51	1	19	108230	134419
51	1	20	108238	134431
51	1	21	108265	134462
51	1	22	108279	134480
51	1	23	108300	134505
51	1	24	108332	134541
51	1	25	108359	134572
51	1	26	108378	134595
51	1	27	108395	134616
51	1	28	108420	134645
51	1	29	108440	134669
51	2	1	108455	134688
51	2	2	108477	134714
51	2	3	108500	134741
51	2	4	108511	134756
51	2	5	108519	134768
51	2	6	108545	134798
51	2	7	108556	134813
51	2	8	108570	134833
51	2	9	108597	134864
51	2	10	108607	134878
51	2	11	108620	134895
51	2	12	108638	134917
51	2	13	108659	134942
51	2	14	108681	134968
51	2	15	108702	134993
51	2	16	108715	135010
51	2	17	108733	135032
51	2	18	108743	135046
51	2	19	108764	135071
51	2	20	108787	135098
51	2	21	108802	135117
51	2	22	108808	135127
51	2	23	108822	135145
51	3	1	108843	135170
51	3	2	108860	135191
51	3	3	108868	135203
51	3	4	108881	135220
51	3	5	108896	135239
51	3	6	108915	135262
51	3	7	108927	135278
51	3	8	108937	135292
51	3	9	108953	135312
51	3	10	108965	135328
51	3	11	108978	135345
51	3	12	108998	135369
51	3	13	109013	135388
51	3	14	109033	135412
51	3	15	109044	135427
51	3	16	109064	135451
51	3	17	109093	135484
51	3	18	109115	135510
51	3	19	109124	135523
51	3	20	109134	135537
51	3	21	109147	135554
51	3	22	109157	135568
51	3	23	109178	135593
51	3	24	109190	135609
51	3	25	109203	135626
51	4	1	109213	135640
51	4	2	109231	135662
51	4	3	109239	135674
51	4	4	109261	135700
51	4	5	109268	135711
51	4	6	109277	135724
51	4	7	109292	135743
51	4	8	109309	135764
51	4	9	109326	135785
51	4	10	109342	135805
51	4	11	109363	135830
51	4	12	109384	135855
51	4	13	109410	135885
51	4	14	109427	135907
51	4	15	109436	135920
51	4	16	109449	135937
51	4	17	109472	135964
51	4	18	109485	135981
52	1	1	109499	136000
52	1	2	109518	136031
52	1	3	109532	136049
52	1	4	109559	136080
52	1	5	109568	136093
52	1	6	109599	136128
52	1	7	109617	136150
52	1	8	109631	136168
52	1	9	109667	136208
52	1	10	109691	136236
52	2	1	109713	136262
52	2	2	109727	136280
52	2	3	109750	136307
52	2	4	109763	136324
52	2	5	109785	136350
52	2	6	109800	136369
52	2	7	109811	136380
52	2	8	109831	136408
52	2	9	109852	136433
52	2	10	109878	136463
52	2	11	109893	136482
52	2	12	109903	136496
52	2	13	109925	136522
52	2	14	109959	136560
52	2	15	109992	136597
52	2	16	110012	136621
52	2	17	110034	136647
52	2	18	110055	136672
52	2	19	110072	136693
52	2	20	110094	136719
52	3	1	110103	136732
52	3	2	110111	136744
52	3	3	110136	136773
52	3	4	110150	136791
52	3	5	110166	136811
52	3	6	110191	136840
52	3	7	110222	136875
52	3	8	110239	136896
52	3	9	110247	136908
52	3	10	110268	136933
52	3	11	110286	136955
52	3	12	110304	136977
52	3	13	110323	137000
52	4	1	110351	137032
52	4	2	110380	137065
52	4	3	110390	137079
52	4	4	110404	137097
52	4	5	110415	137112
52	4	6	110428	137129
52	4	7	110451	137156
52	4	8	110462	137171
52	4	9	110481	137194
52	4	10	110499	137216
52	4	11	110518	137239
52	4	12	110534	137259
52	4	13	110544	137273
52	4	14	110564	137297
52	4	15	110584	137321
52	4	16	110607	137348
52	4	17	110630	137375
52	4	18	110654	137403
52	5	1	110661	137414
52	5	2	110674	137431
52	5	3	110687	137448
52	5	4	110708	137473
52	5	5	110722	137491
52	5	6	110736	137509
52	5	7	110747	137524
52	5	8	110757	137538
52	5	9	110771	137556
52	5	10	110789	137578
52	5	11	110802	137595
52	5	12	110813	137610
52	5	13	110830	137631
52	5	14	110843	137648
52	5	15	110859	137668
52	5	16	110878	137691
52	5	17	110880	137697
52	5	18	110882	137703
52	5	19	110894	137719
52	5	20	110898	137727
52	5	21	110901	137734
52	5	22	110907	137744
52	5	23	110912	137753
52	5	24	110942	137787
52	5	25	110949	137798
52	5	26	110954	137807
52	5	27	110961	137818
52	5	28	110971	137832
53	1	1	110980	137846
53	1	2	110996	137866
53	1	3	111008	137882
53	1	4	111034	137912
53	1	5	111061	137943
53	1	6	111079	137965
53	1	7	111088	137978
53	1	8	111107	138001
53	1	9	111126	138024
53	1	10	111142	138044
53	1	11	111166	138072
53	1	12	111191	138101
53	2	1	111215	138129
53	2	2	111232	138150
53	2	3	111262	138184
53	2	4	111286	138212
53	2	5	111309	138239
53	2	6	111319	138253
53	2	7	111332	138270
53	2	8	111347	138289
53	2	9	111369	138315
53	2	10	111385	138335
53	2	11	111404	138358
53	2	12	111419	138377
53	2	13	111431	138393
53	2	14	111458	138425
53	2	15	111475	138446
53	2	16	111492	138467
53	2	17	111517	138496
53	3	1	111529	138512
53	3	2	111547	138534
53	3	3	111561	138552
53	3	4	111574	138569
53	3	5	111587	138586
53	3	6	111605	138608
53	3	7	111632	138639
53	3	8	111644	138655
53	3	9	111665	138680
53	3	10	111680	138699
53	3	11	111697	138720
53	3	12	111708	138735
53	3	13	111726	138757
53	3	14	111732	138767
53	3	15	111750	138789
53	3	16	111759	138802
53	3	17	111779	138826
53	3	18	111793	138844
54	1	1	111803	138859
54	1	2	111818	138878
54	1	3	111835	138899
54	1	4	111849	138917
54	1	5	111865	138937
54	1	6	111881	138957
54	1	7	111887	138967
54	1	8	111899	138983
54	1	9	111910	138998
54	1	10	111931	139023
54	1	11	111944	139040
54	1	12	111955	139055
54	1	13	111972	139076
54	1	14	111987	139095
54	1	15	112002	139114
54	1	16	112022	139138
54	1	17	112046	139166
54	1	18	112064	139188
54	1	19	112084	139212
54	1	20	112096	139228
54	2	1	112109	139245
54	2	2	112121	139261
54	2	3	112140	139284
54	2	4	112149	139297
54	2	5	112159	139311
54	2	6	112171	139327
54	2	7	112181	139341
54	2	8	112198	139362
54	2	9	112213	139381
54	2	10	112235	139407
54	2	11	112244	139420
54	2	12	112251	139431
54	2	13	112263	139447
54	2	14	112269	139457
54	2	15	112280	139472
54	3	1	112295	139491
54	3	2	112305	139505
54	3	3	112319	139523
54	3	4	112327	139535
54	3	5	112339	139551
54	3	6	112352	139568
54	3	7	112362	139582
54	3	8	112380	139604
54	3	9	112391	139619
54	3	10	112399	139631
54	3	11	112408	139644
54	3	12	112417	139657
54	3	13	112429	139673
54	3	14	112446	139694
54	3	15	112455	139707
54	3	16	112476	139732
54	4	1	112502	139762
54	4	2	112521	139785
54	4	3	112528	139796
54	4	4	112546	139818
54	4	5	112557	139833
54	4	6	112564	139844
54	4	7	112584	139868
54	4	8	112596	139884
54	4	9	112619	139911
54	4	10	112626	139922
54	4	11	112644	139944
54	4	12	112648	139952
54	4	13	112668	139976
54	4	14	112677	139989
54	4	15	112694	140010
54	4	16	112706	140026
54	5	1	112723	140047
54	5	2	112733	140061
54	5	3	112742	140074
54	5	4	112747	140083
54	5	5	112773	140113
54	5	6	112792	140137
54	5	7	112797	140146
54	5	8	112803	140156
54	5	9	112820	140177
54	5	10	112830	140191
54	5	11	112850	140215
54	5	12	112861	140230
54	5	13	112868	140241
54	5	14	112889	140266
54	5	15	112902	140283
54	5	16	112909	140294
54	5	17	112926	140315
54	5	18	112940	140333
54	5	19	112955	140352
54	5	20	112968	140369
54	5	21	112979	140385
54	5	22	112999	140409
54	5	23	113010	140424
54	5	24	113024	140442
54	5	25	113037	140459
54	6	1	113051	140477
54	6	2	113073	140503
54	6	3	113099	140533
54	6	4	113118	140556
54	6	5	113135	140577
54	6	6	113149	140599
54	6	7	113157	140611
54	6	8	113168	140626
54	6	9	113175	140637
54	6	10	113198	140664
54	6	11	113218	140688
54	6	12	113233	140707
54	6	13	113254	140732
54	6	14	113274	140756
54	6	15	113288	140774
54	6	16	113305	140795
54	6	17	113325	140819
54	6	18	113349	140847
54	6	19	113357	140859
54	6	20	113369	140875
54	6	21	113383	140893
55	1	1	113394	140909
55	1	2	113408	140927
55	1	3	113423	140946
55	1	4	113448	140975
55	1	5	113458	140989
55	1	6	113484	141019
55	1	7	113504	141043
55	1	8	113518	141061
55	1	9	113538	141085
55	1	10	113565	141116
55	1	11	113588	141143
55	1	12	113597	141156
55	1	13	113623	141186
55	1	14	113639	141206
55	1	15	113650	141221
55	1	16	113665	141240
55	1	17	113682	141261
55	1	18	113691	141274
55	2	1	113711	141298
55	2	2	113723	141314
55	2	3	113741	141336
55	2	4	113747	141346
55	2	5	113758	141361
55	2	6	113769	141376
55	2	7	113777	141388
55	2	8	113788	141403
